SPARFA_train_acc	VIBO_train_acc	QFactor_train_acc	Q2Factor_train_acc	SPARFA_train_auc	VIBO_train_auc	QFactor_train_auc	Q2Factor_train_auc	SPARFA_test_acc	VIBO_test_acc	QFactor_test_acc	Q2Factor_test_acc	SPARFA_test_auc	VIBO_test_auc	QFactor_test_auc	Q2Factor_test_auc	SPARFA_sparsity	VIBO_sparsity	QFactor_sparsity	Q2Factor_sparsity	SPARFA_train_time	VIBO_train_time	QFactor_train_time	Q2Factor_train_time	SPARFA_pred_time	VIBO_pred_time	QFactor_pred_time	Q2Factor_pred_time
0.87202	0.823784	0.809496	0.825439	0.961981	0.911362	0.896792	0.916764	0.875129	0.828594	0.811531	0.826784	0.963824	0.914461	0.901516	0.918471	0.235294	0	0.517647	0.388235	71.1284	13.7162	8.21016	72.8935	1.79988	0.000316858	0.000186205	0.000196218
0.864213	0.833	0.801961	0.817915	0.961608	0.915785	0.894579	0.918415	0.845431	0.819582	0.798695	0.807572	0.948112	0.905993	0.88706	0.90993	0.188235	0	0.517647	0.435294	63.0949	10.8623	4.53069	39.509	1.41798	0.000283003	0.000184059	0.000206232
0.878098	0.829483	0.808652	0.811998	0.961086	0.915868	0.893754	0.92009	0.870771	0.82549	0.799796	0.806919	0.958995	0.912922	0.885019	0.915178	0.282353	0	0.505882	0.364706	66.2438	10.6319	3.86458	27.8585	1.35494	0.000267744	0.000187397	0.000201464
0.860911	0.824199	0.809085	0.820666	0.95941	0.909216	0.894715	0.916129	0.869022	0.832891	0.815622	0.824389	0.963046	0.917584	0.90141	0.922349	0.176471	0	0.564706	0.305882	59.313	10.7046	3.46651	28.9627	1.32756	0.000283003	0.000175476	0.000194788
0.883992	0.82474	0.793851	0.828979	0.961738	0.912665	0.890055	0.91568	0.87218	0.822401	0.785325	0.82266	0.957332	0.90828	0.88288	0.913493	0.258824	0	0.529412	0.376471	63.6977	10.6202	3.26247	70.473	1.4319	0.000274658	0.000181437	0.000192404
0.879211	0.827225	0.795917	0.820603	0.962029	0.913862	0.890988	0.915083	0.867993	0.816327	0.789718	0.816585	0.955225	0.906025	0.882723	0.909449	0.223529	0	0.576471	0.329412	64.9834	11.1382	3.31886	41.171	1.51001	0.000272036	0.000186682	0.000207424
0.879973	0.827932	0.810085	0.826491	0.959232	0.912397	0.897804	0.918456	0.877867	0.817905	0.798287	0.820392	0.95673	0.901038	0.889222	0.914309	0.235294	0	0.494118	0.388235	69.2803	11.6319	4.1006	31.018	1.33266	0.0002985	0.000250101	0.000210047
0.858758	0.828074	0.804219	0.815812	0.959689	0.912993	0.894816	0.916287	0.868022	0.829431	0.806277	0.825058	0.960813	0.913605	0.894979	0.918757	0.247059	0	0.517647	0.352941	73.4572	11.1791	4.33198	20.9373	1.62868	0.000271559	0.000180721	0.000204086
0.881626	0.82786	0.794292	0.801761	0.963327	0.914091	0.891724	0.916103	0.862901	0.81181	0.776637	0.796149	0.951503	0.902649	0.874742	0.909937	0.247059	0	0.541176	0.317647	61.4587	11.7582	5.3242	36.0054	1.34363	0.000272751	0.000189781	0.000201941
0.881351	0.830398	0.811946	0.83034	0.961671	0.915487	0.894207	0.91754	0.87781	0.831526	0.808781	0.824385	0.961569	0.916827	0.892338	0.916127	0.211765	0	0.517647	0.4	63.9531	10.5331	4.15631	18.7784	1.43218	0.000280857	0.000181675	0.000207186
