SPARFA_train_acc	VIBO_train_acc	QFactor_train_acc	Q2Factor_train_acc	SPARFA_train_auc	VIBO_train_auc	QFactor_train_auc	Q2Factor_train_auc	SPARFA_test_acc	VIBO_test_acc	QFactor_test_acc	Q2Factor_test_acc	SPARFA_test_auc	VIBO_test_auc	QFactor_test_auc	Q2Factor_test_auc	SPARFA_sparsity	VIBO_sparsity	QFactor_sparsity	Q2Factor_sparsity	SPARFA_train_time	VIBO_train_time	QFactor_train_time	Q2Factor_train_time	SPARFA_pred_time	VIBO_pred_time	QFactor_pred_time	Q2Factor_pred_time
0.836597	0.807126	0.799771	0.819593	0.929644	0.888864	0.883115	0.902479	0.834956	0.81168	0.79306	0.815066	0.922858	0.893518	0.879403	0.901187	0.166667	0	0.452381	0.357143	47.5734	12.8958	2.34813	26.1278	0.979532	0.00029254	0.000156879	0.00303578
0.828781	0.809476	0.796225	0.818008	0.928835	0.893451	0.883601	0.902188	0.830603	0.814655	0.806034	0.832328	0.929656	0.895479	0.886766	0.90535	0.119048	0	0.452381	0.357143	45.7954	13.8821	4.35675	23.3988	0.870024	0.000271797	0.000237703	0.000177383
0.824971	0.810015	0.775468	0.792479	0.925725	0.893011	0.870242	0.885972	0.816111	0.814424	0.772248	0.795867	0.918546	0.890901	0.870091	0.894282	0.119048	0	0.428571	0.238095	46.0914	12.4085	2.79293	21.0801	0.69573	0.000259399	0.000159025	0.000298977
0.828862	0.809884	0.797945	0.819492	0.927584	0.892052	0.882533	0.903075	0.830769	0.813626	0.8	0.823297	0.926735	0.892105	0.886835	0.90811	0.166667	0	0.52381	0.357143	33.3839	10.587	1.34327	12.8315	1.09019	0.000253916	0.000161648	0.000161648
0.835935	0.808758	0.786863	0.797953	0.93384	0.895002	0.871724	0.889192	0.822193	0.810834	0.788554	0.799913	0.930371	0.903152	0.873783	0.893981	0.166667	0	0.47619	0.404762	34.2138	8.83471	1.69931	15.9661	0.717062	0.00025034	0.000151157	0.000169277
0.837608	0.804997	0.790121	0.799037	0.929427	0.891384	0.871608	0.900039	0.828817	0.796129	0.787527	0.791398	0.927315	0.88447	0.874444	0.899326	0.166667	0	0.47619	0.285714	43.5891	12.2939	2.40311	25.263	0.583212	0.000293493	0.000161409	0.000159264
0.829413	0.810421	0.795486	0.791335	0.926939	0.890484	0.88177	0.883966	0.839026	0.813834	0.804014	0.793339	0.933599	0.8904	0.89132	0.893181	0.119048	0	0.452381	0.261905	37.3254	12.1769	2.83765	27.7491	0.680006	0.000270844	0.00022769	0.000247717
0.832309	0.820491	0.798094	0.817632	0.929081	0.899447	0.880471	0.901609	0.814607	0.806828	0.783492	0.802506	0.917117	0.888194	0.870778	0.892887	0.166667	0	0.428571	0.404762	32.4547	9.29636	1.83979	13.1226	0.593052	0.000260353	0.000156164	0.000166893
0.82741	0.808732	0.799369	0.800038	0.926873	0.897908	0.884041	0.900029	0.828753	0.793658	0.78351	0.791543	0.924611	0.875579	0.871868	0.887467	0.190476	0	0.428571	0.428571	42.0102	12.6897	2.79689	12.8886	1.00234	0.000248671	0.00015831	0.000172377
0.822887	0.808195	0.798321	0.799943	0.926693	0.892093	0.88444	0.890722	0.808565	0.797859	0.78758	0.786724	0.912256	0.873556	0.869077	0.875823	0.238095	0	0.47619	0.357143	45.5812	13.286	2.36925	27.2956	1.07585	0.000317812	0.000163317	0.000168562
