SPARFA_train_acc	VIBO_train_acc	QFactor_train_acc	Q2Factor_train_acc	SPARFA_train_auc	VIBO_train_auc	QFactor_train_auc	Q2Factor_train_auc	SPARFA_test_acc	VIBO_test_acc	QFactor_test_acc	Q2Factor_test_acc	SPARFA_test_auc	VIBO_test_auc	QFactor_test_auc	Q2Factor_test_auc	SPARFA_sparsity	VIBO_sparsity	QFactor_sparsity	Q2Factor_sparsity	SPARFA_train_time	VIBO_train_time	QFactor_train_time	Q2Factor_train_time	SPARFA_pred_time	VIBO_pred_time	QFactor_pred_time	Q2Factor_pred_time
0.805504	0.796548	0.781796	0.789707	0.915028	0.885645	0.874114	0.889341	0.801307	0.792669	0.781228	0.781695	0.913488	0.882052	0.874904	0.885622	0.0784314	0	0.490196	0.294118	43.8052	12.5857	3.52184	39.4447	0.87232	0.000285149	0.000196695	0.000203609
0.805152	0.807765	0.788693	0.794467	0.916861	0.889358	0.875408	0.882798	0.794937	0.804691	0.784951	0.792615	0.910426	0.885262	0.872573	0.87993	0.0980392	0	0.411765	0.313725	42.9939	12.2407	4.12925	16.9718	0.950947	0.000289679	0.000202656	0.000205517
0.805465	0.804419	0.786951	0.794901	0.915162	0.88708	0.876745	0.888915	0.804698	0.788577	0.780977	0.787195	0.911337	0.870564	0.867977	0.877817	0.117647	0.0392157	0.470588	0.294118	43.6094	12.9661	3.49285	36.0032	0.950295	0.000290394	0.000198603	0.000207901
0.804125	0.794764	0.786968	0.795938	0.915802	0.88415	0.8745	0.886468	0.815883	0.804538	0.794139	0.806192	0.92349	0.89089	0.879099	0.893828	0.0980392	0	0.45098	0.313725	42.0279	13.1537	4.65686	37.953	0.999076	0.000286818	0.000203609	0.000207424
0.812011	0.799708	0.78717	0.789777	0.917148	0.885689	0.878101	0.890435	0.790659	0.775012	0.769322	0.772878	0.902302	0.870043	0.864966	0.882203	0.0980392	0	0.509804	0.392157	45.237	13.4311	3.42674	34.1945	0.871661	0.000284433	0.000206947	0.000212431
0.806882	0.797746	0.78218	0.794128	0.914513	0.8864	0.87358	0.882314	0.819448	0.797839	0.781032	0.801681	0.915162	0.88518	0.872581	0.883001	0.0980392	0	0.470588	0.294118	45.0498	13.7973	5.23267	39.9785	0.90732	0.000301838	0.000217199	0.000218153
0.809255	0.801155	0.782551	0.786967	0.915478	0.888318	0.872943	0.888187	0.808165	0.80399	0.789608	0.789608	0.914952	0.892177	0.88063	0.892672	0.117647	0	0.45098	0.313725	44.6225	12.0284	5.07454	32.4041	0.843879	0.000286579	0.00019598	0.000205278
0.803479	0.795368	0.781623	0.799358	0.914421	0.883201	0.873142	0.887103	0.811557	0.796934	0.789151	0.805189	0.918978	0.885041	0.878499	0.890873	0.0980392	0	0.411765	0.333333	43.4159	13.3374	4.60534	26.7671	0.857121	0.000351429	0.000200987	0.000217438
0.813631	0.79486	0.787462	0.793893	0.916057	0.884128	0.877371	0.88695	0.801617	0.790069	0.786143	0.791455	0.909707	0.87585	0.871835	0.878981	0.0980392	0	0.529412	0.352941	46.5918	13.6385	3.63784	28.5334	1.01287	0.000291109	0.00020051	0.000208378
0.810441	0.80102	0.784	0.799094	0.915359	0.887763	0.877583	0.888629	0.806785	0.797883	0.781761	0.799086	0.912342	0.888247	0.878268	0.892122	0.0980392	0	0.509804	0.352941	43.6515	13.9156	3.3099	26.2113	0.894706	0.000359297	0.00020957	0.000206947
