SPARFA_train_acc	VIBO_train_acc	QFactor_train_acc	Q2Factor_train_acc	SPARFA_train_auc	VIBO_train_auc	QFactor_train_auc	Q2Factor_train_auc	SPARFA_test_acc	VIBO_test_acc	QFactor_test_acc	Q2Factor_test_acc	SPARFA_test_auc	VIBO_test_auc	QFactor_test_auc	Q2Factor_test_auc	SPARFA_sparsity	VIBO_sparsity	QFactor_sparsity	Q2Factor_sparsity	SPARFA_train_time	VIBO_train_time	QFactor_train_time	Q2Factor_train_time	SPARFA_pred_time	VIBO_pred_time	QFactor_pred_time	Q2Factor_pred_time
0.847263	0.812797	0.817218	0.809426	0.945488	0.909846	0.901009	0.907498	0.842361	0.821528	0.813194	0.812847	0.943243	0.911969	0.89829	0.908854	0.111111	0	0.555556	0.361111	48.163	12.6431	1.64356	24.4406	1.11293	0.000345945	0.000160217	0.000174522
0.84411	0.830824	0.797441	0.816146	0.946704	0.919257	0.894358	0.913786	0.836164	0.823843	0.785881	0.809191	0.939137	0.914201	0.886567	0.905019	0.166667	0	0.416667	0.361111	49.7461	13.1315	3.08989	35.5779	1.02132	0.000280142	0.000157833	0.000164032
0.850913	0.82269	0.815992	0.814337	0.946065	0.91666	0.899734	0.913507	0.830887	0.821214	0.808539	0.809206	0.935055	0.914344	0.891465	0.906815	0.111111	0	0.388889	0.305556	47.4769	11.8312	2.86828	17.3889	0.946765	0.000261784	0.000189543	0.000162363
0.847465	0.824317	0.81263	0.825825	0.946743	0.9131	0.897304	0.917923	0.857612	0.836942	0.82874	0.840551	0.953455	0.92254	0.906489	0.928023	0.111111	0	0.5	0.444444	44.3242	11.5743	2.22479	9.54608	0.930893	0.000259399	0.000159502	0.00016284
0.846171	0.826229	0.816802	0.827281	0.94458	0.918633	0.900555	0.919527	0.846911	0.828581	0.819756	0.831297	0.94481	0.917495	0.902858	0.92049	0.0833333	0	0.555556	0.333333	45.7841	11.5632	1.83383	26.2821	0.9347	0.000367165	0.000154257	0.00016737
0.845023	0.814021	0.814171	0.828754	0.945477	0.911152	0.896788	0.919266	0.840235	0.809869	0.803313	0.823326	0.941993	0.90673	0.887461	0.917183	0.111111	0	0.444444	0.444444	56.2085	13.4843	3.03995	17.9463	1.05037	0.000261545	0.000157356	0.000175476
0.845508	0.807972	0.794285	0.828146	0.944771	0.906468	0.892981	0.919228	0.841997	0.803098	0.786919	0.823752	0.94008	0.900816	0.888157	0.91774	0.0833333	0	0.416667	0.388889	51.8566	13.0164	3.06631	25.3873	1.23171	0.000272989	0.000181675	0.000169516
0.848839	0.809526	0.810579	0.818329	0.945863	0.909928	0.904955	0.913416	0.839906	0.802139	0.811163	0.818182	0.938635	0.904261	0.905657	0.911972	0.0555556	0	0.472222	0.472222	54.64	13.5684	4.62548	9.19987	1.30281	0.000275373	0.000167847	0.000167847
0.844177	0.815064	0.818107	0.808527	0.945205	0.911381	0.899938	0.9092	0.849306	0.827972	0.820522	0.816458	0.947569	0.917595	0.906767	0.915658	0.0833333	0	0.527778	0.222222	55.4524	14.0434	3.14559	91.3381	1.17171	0.000377893	0.000177145	0.000169754
0.848815	0.811366	0.802464	0.82718	0.947445	0.905504	0.894199	0.919136	0.84339	0.805085	0.79322	0.825763	0.940412	0.903799	0.885408	0.91486	0.0833333	0	0.388889	0.388889	50.9728	11.9125	1.62595	11.3023	0.957469	0.000271082	0.000157356	0.0001688
