SPARFA_train_acc	VIBO_train_acc	QFactor_train_acc	Q2Factor_train_acc	SPARFA_train_auc	VIBO_train_auc	QFactor_train_auc	Q2Factor_train_auc	SPARFA_test_acc	VIBO_test_acc	QFactor_test_acc	Q2Factor_test_acc	SPARFA_test_auc	VIBO_test_auc	QFactor_test_auc	Q2Factor_test_auc	SPARFA_sparsity	VIBO_sparsity	QFactor_sparsity	Q2Factor_sparsity	SPARFA_train_time	VIBO_train_time	QFactor_train_time	Q2Factor_train_time	SPARFA_pred_time	VIBO_pred_time	QFactor_pred_time	Q2Factor_pred_time
0.815501	0.796425	0.788231	0.790318	0.918795	0.878938	0.871277	0.883555	0.808486	0.791374	0.788795	0.788326	0.909561	0.867818	0.866601	0.877131	0.137255	0	0.568627	0.294118	75.9881	20.2148	1.5913	60.699	1.58828	0.000363588	0.000205755	0.000203133
0.815252	0.799227	0.777723	0.79179	0.919054	0.885107	0.869811	0.883076	0.80089	0.793628	0.772078	0.786601	0.910846	0.876488	0.865836	0.879585	0.156863	0	0.411765	0.294118	62.8483	18.4635	8.14922	77.016	1.40245	0.000367403	0.000214338	0.000229359
0.81535	0.799006	0.78648	0.797829	0.919147	0.884631	0.872631	0.881779	0.806029	0.795214	0.774275	0.797515	0.909305	0.873811	0.861756	0.873535	0.137255	0	0.431373	0.27451	75.6642	21.2354	3.87665	56.7637	1.5981	0.000438213	0.00516558	0.000225544
0.818497	0.801027	0.785748	0.79563	0.918177	0.882904	0.870649	0.882905	0.821918	0.803968	0.787671	0.791214	0.924206	0.889194	0.876823	0.886288	0.215686	0	0.431373	0.254902	74.2754	20.8407	3.97709	58.5509	1.77141	0.00049448	0.000214577	0.000228882
0.815594	0.799285	0.771286	0.792709	0.917023	0.885158	0.864589	0.882548	0.814684	0.804363	0.772461	0.790992	0.917564	0.89191	0.871313	0.885836	0.137255	0.0196078	0.45098	0.294118	54.2654	12.4204	3.09601	26.8108	0.980253	0.000306845	0.00019908	0.000205517
0.812445	0.802706	0.782865	0.793253	0.915433	0.887337	0.870911	0.886481	0.821324	0.797059	0.77549	0.790686	0.914388	0.884941	0.867149	0.88685	0.137255	0	0.490196	0.313725	45.5973	13.7784	1.91561	46.3505	1.04835	0.000304461	0.000272751	0.000226736
0.810001	0.797101	0.787988	0.794777	0.911374	0.878515	0.872362	0.887235	0.824516	0.804241	0.794454	0.795852	0.921435	0.883647	0.876302	0.885968	0.117647	0	0.45098	0.313725	42.9948	15.176	5.01364	18.859	1.03219	0.00038147	0.000204802	0.00021863
0.807989	0.795849	0.782822	0.798904	0.91293	0.881869	0.871827	0.883916	0.803317	0.796543	0.783929	0.799112	0.911088	0.883028	0.872776	0.882167	0.117647	0	0.529412	0.294118	41.2015	13.9149	3.48934	23.9668	0.881114	0.000297785	0.000211716	0.000234127
0.80829	0.798809	0.784992	0.797503	0.914845	0.881299	0.871436	0.885944	0.797627	0.79251	0.78716	0.794836	0.906062	0.871441	0.870122	0.88332	0.156863	0	0.411765	0.352941	42.7702	12.7097	2.70372	38.5655	0.805643	0.000303507	0.000211477	0.000219822
0.805708	0.794725	0.785463	0.790733	0.908843	0.88259	0.870439	0.887282	0.794221	0.791637	0.773549	0.781301	0.9005	0.879513	0.858735	0.879517	0.215686	0	0.392157	0.313725	45.0237	13.2999	4.73547	18.4936	0.945197	0.000301838	0.000204563	0.000216484
