SPARFA_train_acc	VIBO_train_acc	QFactor_train_acc	Q2Factor_train_acc	SPARFA_train_auc	VIBO_train_auc	QFactor_train_auc	Q2Factor_train_auc	SPARFA_test_acc	VIBO_test_acc	QFactor_test_acc	Q2Factor_test_acc	SPARFA_test_auc	VIBO_test_auc	QFactor_test_auc	Q2Factor_test_auc	SPARFA_sparsity	VIBO_sparsity	QFactor_sparsity	Q2Factor_sparsity	SPARFA_train_time	VIBO_train_time	QFactor_train_time	Q2Factor_train_time	SPARFA_pred_time	VIBO_pred_time	QFactor_pred_time	Q2Factor_pred_time
0.845763	0.836446	0.817541	0.839757	0.94458	0.923029	0.909149	0.921705	0.835722	0.828382	0.810905	0.834324	0.937288	0.917879	0.905609	0.916157	0.142857	0	0.428571	0.404762	41.4111	10.6575	2.36096	39.673	0.869292	0.000417948	0.000173092	0.000180721
0.851869	0.835233	0.833139	0.834225	0.945711	0.919835	0.913812	0.917945	0.846028	0.836507	0.836835	0.829613	0.947251	0.92312	0.916799	0.921237	0.166667	0	0.404762	0.357143	45.5573	11.4152	2.57676	20.7762	0.792735	0.000278711	0.000166893	0.000183344
0.847881	0.835999	0.821195	0.834307	0.945223	0.91834	0.90984	0.917449	0.852192	0.837694	0.822843	0.832744	0.950093	0.919809	0.908122	0.914048	0.166667	0	0.52381	0.357143	40.5782	10.413	2.8938	15.7503	0.772813	0.000277758	0.000175714	0.000183821
0.846166	0.835925	0.828996	0.838235	0.942654	0.918597	0.91295	0.919881	0.857943	0.849195	0.840098	0.846746	0.952855	0.92562	0.917993	0.925243	0.190476	0	0.452381	0.428571	41.5156	10.4544	2.45941	30.1365	0.812694	0.000282526	0.000174999	0.000176907
0.840386	0.829855	0.828351	0.839807	0.939606	0.917246	0.912821	0.919345	0.845651	0.834995	0.839464	0.851839	0.945893	0.922453	0.919088	0.924702	0.190476	0	0.428571	0.357143	41.4644	10.4285	2.69146	30.008	0.802472	0.000285864	0.000169754	0.000178576
0.849977	0.833925	0.828832	0.840407	0.945045	0.919225	0.913469	0.921901	0.834476	0.822824	0.822481	0.833105	0.937093	0.911528	0.907746	0.917969	0.190476	0	0.428571	0.404762	45.278	11.0775	3.1765	14.4695	0.842602	0.000306606	0.000174046	0.00018239
0.848775	0.839773	0.82227	0.8373	0.943713	0.920349	0.90965	0.918637	0.836721	0.82622	0.803523	0.821477	0.93183	0.909735	0.897607	0.909421	0.119048	0	0.452381	0.357143	46.1516	11.3774	3.21478	39.7966	0.948843	0.000275135	0.000167847	0.000179529
0.847339	0.835312	0.812603	0.826436	0.945845	0.918428	0.907874	0.915268	0.848701	0.843005	0.824493	0.843005	0.945281	0.92347	0.916894	0.923937	0.119048	0	0.404762	0.404762	44.8994	11.6608	2.8534	16.6226	0.872983	0.000278711	0.000167847	0.000177383
0.849678	0.838889	0.829987	0.839505	0.94539	0.923671	0.914039	0.922256	0.844606	0.82206	0.821713	0.832119	0.942742	0.911715	0.905616	0.915089	0.119048	0	0.404762	0.357143	48.4923	11.8421	3.23525	22.3654	0.853328	0.000266314	0.000167847	0.000186443
0.84634	0.838014	0.817104	0.844038	0.944993	0.919491	0.910599	0.923577	0.837906	0.831047	0.811191	0.838989	0.932474	0.912227	0.89991	0.918117	0.142857	0	0.404762	0.380952	44.3912	10.8472	2.976	26.2597	0.880082	0.000273466	0.000170231	0.000181198
