SPARFA_train_acc	VIBO_train_acc	QFactor_train_acc	Q2Factor_train_acc	SPARFA_train_auc	VIBO_train_auc	QFactor_train_auc	Q2Factor_train_auc	SPARFA_test_acc	VIBO_test_acc	QFactor_test_acc	Q2Factor_test_acc	SPARFA_test_auc	VIBO_test_auc	QFactor_test_auc	Q2Factor_test_auc	SPARFA_sparsity	VIBO_sparsity	QFactor_sparsity	Q2Factor_sparsity	SPARFA_train_time	VIBO_train_time	QFactor_train_time	Q2Factor_train_time	SPARFA_pred_time	VIBO_pred_time	QFactor_pred_time	Q2Factor_pred_time
0.912477	0.859715	0.841712	0.866961	0.980099	0.94121	0.925868	0.948528	0.877734	0.83499	0.806163	0.857853	0.965668	0.916748	0.897711	0.942379	0.208333	0	0.583333	0.395833	18.5331	3.74109	0.48434	3.61572	0.354355	0.000196934	0.000121593	0.000128508
0.906916	0.860658	0.831973	0.858163	0.978697	0.940872	0.924716	0.94461	0.89391	0.853635	0.82613	0.855599	0.971936	0.932695	0.916469	0.940505	0.291667	0	0.604167	0.458333	18.5571	3.75131	0.542683	7.90342	0.375124	0.000198603	0.000119448	0.000128984
0.917785	0.86275	0.82215	0.841209	0.978111	0.940067	0.920993	0.949066	0.912461	0.84655	0.826982	0.839341	0.972224	0.928666	0.918034	0.950165	0.270833	0	0.5625	0.4375	18.7283	3.73192	0.597966	2.69336	0.348945	0.000195742	0.000121117	0.000129938
0.91055	0.864534	0.82615	0.849607	0.978254	0.941426	0.924295	0.948237	0.890086	0.863147	0.820043	0.844828	0.973822	0.935004	0.920766	0.94631	0.208333	0.0208333	0.5625	0.5	20.546	3.88644	0.467297	4.8484	0.342273	0.000195742	0.00012207	0.00013423
0.910068	0.865724	0.836538	0.858597	0.976358	0.943868	0.93046	0.943795	0.915832	0.854709	0.820641	0.848697	0.977275	0.929391	0.919957	0.937153	0.208333	0	0.604167	0.354167	18.4864	4.20921	0.543281	4.33294	0.382579	0.000205994	0.000124216	0.000142097
0.912297	0.85816	0.845389	0.856126	0.975818	0.938881	0.930542	0.940398	0.923232	0.858586	0.868687	0.862626	0.981256	0.939455	0.948377	0.949434	0.291667	0	0.541667	0.395833	21.0187	4.01034	0.642066	5.93475	0.360603	0.000189543	0.00011754	0.000125885
0.905396	0.86261	0.836871	0.864078	0.977841	0.942232	0.926286	0.948165	0.886735	0.853061	0.821429	0.859184	0.973788	0.93083	0.918915	0.94315	0.229167	0	0.625	0.458333	19.2118	4.23385	0.582712	4.24016	0.341534	0.000197887	0.000124454	0.000126123
0.912539	0.859072	0.84624	0.848942	0.976434	0.941784	0.931181	0.943837	0.928721	0.872117	0.879455	0.8826	0.98381	0.945211	0.947066	0.958193	0.25	0	0.5625	0.458333	19.5486	3.7305	0.573873	5.66191	0.339882	0.000189781	0.000120878	0.000127316
0.913185	0.860939	0.836843	0.863529	0.977395	0.944689	0.926938	0.947319	0.902821	0.84117	0.820272	0.85371	0.968876	0.930689	0.913038	0.940957	0.291667	0	0.583333	0.375	20.2415	3.80882	0.398303	6.56109	0.345572	0.000189543	0.000118494	0.000159264
0.907635	0.865258	0.832538	0.863781	0.979616	0.941966	0.931105	0.951674	0.88417	0.837838	0.80888	0.842664	0.971853	0.921638	0.90822	0.940419	0.166667	0	0.541667	0.520833	17.6885	3.61654	0.761869	3.39489	0.368806	0.000182629	0.000117302	0.000122309
