SPARFA_train_acc	VIBO_train_acc	QFactor_train_acc	Q2Factor_train_acc	SPARFA_train_auc	VIBO_train_auc	QFactor_train_auc	Q2Factor_train_auc	SPARFA_test_acc	VIBO_test_acc	QFactor_test_acc	Q2Factor_test_acc	SPARFA_test_auc	VIBO_test_auc	QFactor_test_auc	Q2Factor_test_auc	SPARFA_sparsity	VIBO_sparsity	QFactor_sparsity	Q2Factor_sparsity	SPARFA_train_time	VIBO_train_time	QFactor_train_time	Q2Factor_train_time	SPARFA_pred_time	VIBO_pred_time	QFactor_pred_time	Q2Factor_pred_time
0.83932	0.822254	0.814647	0.828531	0.926646	0.897748	0.88947	0.904307	0.838045	0.821358	0.814291	0.829211	0.927716	0.896667	0.885926	0.907538	0.12963	0	0.592593	0.444444	53.9025	15.2002	8.77444	28.4477	1.11649	0.000320196	0.000222921	0.000246286
0.835677	0.819649	0.817181	0.823732	0.93167	0.902842	0.891036	0.898252	0.830695	0.813127	0.8139	0.820656	0.925775	0.896026	0.888403	0.894646	0.166667	0	0.5	0.388889	57.9577	14.7965	7.59188	43.9905	1.09218	0.000328541	0.000222683	0.000228643
0.83814	0.820234	0.812783	0.819035	0.925092	0.90229	0.889465	0.903142	0.830375	0.809665	0.80355	0.807101	0.920674	0.89438	0.882277	0.896329	0.185185	0	0.5	0.407407	51.1359	13.8249	7.74648	35.3108	0.893146	0.000307083	0.000213146	0.000227928
0.835863	0.826668	0.811925	0.824047	0.926178	0.902501	0.887763	0.903025	0.845828	0.836192	0.820775	0.835036	0.931562	0.908475	0.894361	0.911381	0.148148	0	0.574074	0.425926	54.1828	15.6593	9.18201	53.0641	1.10777	0.000353575	0.000213623	0.000226974
0.830421	0.829855	0.812969	0.811881	0.924264	0.901796	0.891459	0.899464	0.829847	0.829249	0.811715	0.811317	0.923451	0.904811	0.895443	0.89882	0.148148	0	0.574074	0.37037	50.652	13.9177	4.37879	60.0278	0.919781	0.000314474	0.000216484	0.00026536
0.827701	0.824548	0.81785	0.825852	0.92185	0.899107	0.892013	0.902165	0.809619	0.812826	0.808818	0.811824	0.909763	0.890065	0.882811	0.893119	0.166667	0	0.537037	0.388889	49.9785	14.0066	6.3535	46.7887	0.973954	0.000315666	0.000216484	0.00022769
0.839608	0.821328	0.812231	0.819369	0.927518	0.902288	0.890911	0.903074	0.850717	0.824841	0.814889	0.82504	0.933393	0.907836	0.899188	0.911181	0.0925926	0	0.592593	0.407407	55.264	15.0225	5.88646	50.0697	1.2445	0.000322819	0.000219345	0.000246525
0.837528	0.825588	0.811967	0.826068	0.931507	0.898092	0.89203	0.905335	0.824133	0.82394	0.812899	0.824133	0.923919	0.892753	0.888936	0.899706	0.240741	0	0.555556	0.388889	56.6733	14.3508	10.7361	53.6898	1.02663	0.000316143	0.000213146	0.000231981
0.829698	0.829305	0.816814	0.827951	0.925884	0.899925	0.889347	0.903843	0.831048	0.827959	0.819849	0.826028	0.925739	0.899966	0.890346	0.906021	0.222222	0	0.574074	0.481481	53.9525	13.857	7.86182	71.4657	0.989149	0.000314236	0.000222445	0.000231266
0.835388	0.824323	0.812146	0.81452	0.926224	0.906402	0.889556	0.902329	0.833399	0.827872	0.814054	0.819976	0.919644	0.901215	0.885469	0.898607	0.111111	0.0185185	0.518519	0.333333	58.1672	16.3247	11.0723	21.5906	1.00163	0.000318289	0.000219822	0.000228167
