SPARFA_train_acc	VIBO_train_acc	QFactor_train_acc	Q2Factor_train_acc	SPARFA_train_auc	VIBO_train_auc	QFactor_train_auc	Q2Factor_train_auc	SPARFA_test_acc	VIBO_test_acc	QFactor_test_acc	Q2Factor_test_acc	SPARFA_test_auc	VIBO_test_auc	QFactor_test_auc	Q2Factor_test_auc	SPARFA_sparsity	VIBO_sparsity	QFactor_sparsity	Q2Factor_sparsity	SPARFA_train_time	VIBO_train_time	QFactor_train_time	Q2Factor_train_time	SPARFA_pred_time	VIBO_pred_time	QFactor_pred_time	Q2Factor_pred_time
0.803412	0.790136	0.784141	0.795719	0.908544	0.875385	0.862544	0.874912	0.797434	0.784605	0.778753	0.795859	0.903442	0.873251	0.861091	0.876128	0.166667	0	0.5	0.333333	41.4726	12.4227	3.51458	36.9598	0.939651	0.000296116	0.000204802	0.000216722
0.807628	0.795473	0.784322	0.78785	0.91112	0.876076	0.864149	0.878849	0.798661	0.789286	0.778795	0.782366	0.907176	0.875917	0.85828	0.875124	0.111111	0	0.555556	0.351852	46.965	14.0081	3.9786	33.1594	1.17182	0.000301123	0.000205517	0.000211954
0.796925	0.792697	0.777066	0.777143	0.90686	0.876049	0.86176	0.877043	0.804013	0.794214	0.776248	0.776482	0.90637	0.871286	0.854909	0.875764	0.166667	0	0.5	0.351852	39.7899	13.2388	3.32175	30.8536	1.21669	0.000292778	0.000201702	0.000210524
0.803055	0.79543	0.784044	0.780948	0.903	0.877553	0.865282	0.874555	0.809175	0.796879	0.791204	0.790021	0.910426	0.883157	0.872802	0.884025	0.148148	0	0.574074	0.351852	40.2048	11.9446	4.17789	18.5909	0.871548	0.000306845	0.00291538	0.000211477
0.80714	0.796563	0.776844	0.791518	0.906212	0.875771	0.86138	0.872278	0.803848	0.792116	0.776631	0.78977	0.905377	0.873352	0.865492	0.876653	0.12963	0	0.481481	0.314815	39.4544	11.9136	3.82738	47.038	0.837935	0.000303507	0.000201702	0.000213623
0.811911	0.792642	0.777587	0.783496	0.909203	0.875494	0.864381	0.875475	0.804239	0.77917	0.77165	0.772562	0.898861	0.857471	0.850627	0.863576	0.166667	0	0.518519	0.388889	47.5505	13.0725	3.54577	60.7296	1.26155	0.000286102	0.000200272	0.000211954
0.80755	0.796491	0.783746	0.794984	0.903723	0.879351	0.863273	0.876639	0.803752	0.787638	0.779702	0.792689	0.901016	0.868004	0.856681	0.869017	0.12963	0	0.518519	0.351852	39.8263	11.656	4.94867	39.6751	0.84908	0.000320911	0.000202417	0.000208378
0.80348	0.79327	0.786336	0.793398	0.906304	0.875618	0.861912	0.875643	0.806665	0.791066	0.788939	0.80052	0.912422	0.875732	0.863102	0.875705	0.148148	0	0.537037	0.37037	38.1185	12.2089	3.91888	21.2484	0.878143	0.000305176	0.000204563	0.000215292
0.81274	0.798347	0.783156	0.792193	0.905568	0.87735	0.862828	0.874991	0.818873	0.811941	0.794946	0.803891	0.905622	0.881294	0.869619	0.881775	0.166667	0.0185185	0.5	0.388889	39.9738	12.3334	2.66763	21.3464	0.853882	0.000305176	0.000200272	0.000208139
0.811189	0.79142	0.788595	0.7964	0.90887	0.875363	0.863686	0.877549	0.80376	0.775791	0.782439	0.787483	0.900039	0.86476	0.855079	0.869304	0.185185	0	0.518519	0.314815	42.1105	11.782	2.45845	33.167	0.86097	0.000291348	0.000200272	0.000216961
