SPARFA_train_acc	VIBO_train_acc	QFactor_train_acc	Q2Factor_train_acc	SPARFA_train_auc	VIBO_train_auc	QFactor_train_auc	Q2Factor_train_auc	SPARFA_test_acc	VIBO_test_acc	QFactor_test_acc	Q2Factor_test_acc	SPARFA_test_auc	VIBO_test_auc	QFactor_test_auc	Q2Factor_test_auc	SPARFA_sparsity	VIBO_sparsity	QFactor_sparsity	Q2Factor_sparsity	SPARFA_train_time	VIBO_train_time	QFactor_train_time	Q2Factor_train_time	SPARFA_pred_time	VIBO_pred_time	QFactor_pred_time	Q2Factor_pred_time
0.779061	0.768505	0.757203	0.775335	0.861748	0.842461	0.827284	0.840249	0.783816	0.746377	0.745169	0.7657	0.867265	0.825636	0.805223	0.816992	0.0625	0	0.25	0.15625	5.77772	2.65303	0.428754	3.09704	0.107342	0.000184059	0.000127077	0.000129938
0.777442	0.766126	0.766629	0.774928	0.869619	0.841335	0.838294	0.842318	0.73247	0.748652	0.727077	0.743258	0.805822	0.794231	0.789385	0.797368	0.125	0	0.40625	0.15625	5.80199	2.57593	0.620342	2.23554	0.104749	0.000177145	0.000128269	0.000131607
0.773338	0.764795	0.762659	0.775349	0.859334	0.83635	0.833234	0.835553	0.788274	0.761129	0.770901	0.781759	0.867972	0.851225	0.854512	0.861032	0.09375	0	0.40625	0.15625	6.36552	2.64771	0.704982	2.21884	0.121405	0.000176907	0.000126839	0.000126839
0.775666	0.760785	0.757784	0.767413	0.864075	0.831357	0.822134	0.828074	0.771234	0.765572	0.758777	0.767837	0.868382	0.830984	0.827004	0.834459	0.09375	0	0.3125	0.25	6.99163	2.79875	0.459509	5.44663	0.128785	0.000177622	0.000132322	0.000128984
0.771882	0.766013	0.756649	0.772381	0.859334	0.83785	0.825581	0.836801	0.777268	0.779564	0.75775	0.795637	0.849608	0.841452	0.821883	0.837721	0.125	0	0.3125	0.1875	8.12693	3.20454	0.488451	4.5573	0.183502	0.000179052	0.000127554	0.000138044
0.772955	0.764551	0.76129	0.773583	0.864931	0.839245	0.83385	0.837774	0.769824	0.763216	0.751101	0.778634	0.854176	0.827367	0.821493	0.832298	0.09375	0.03125	0.375	0.1875	6.33863	2.69073	0.381622	5.22572	0.139718	0.000179052	0.000127792	0.000131845
0.776694	0.763691	0.763066	0.766567	0.865245	0.836746	0.8363	0.833892	0.749433	0.756236	0.768707	0.758503	0.844842	0.820949	0.823313	0.82936	0.09375	0	0.3125	0.25	5.84262	2.72376	0.618255	4.90164	0.108169	0.000177145	0.000132322	0.000132084
0.770072	0.758889	0.761025	0.763412	0.865172	0.832091	0.824251	0.827523	0.762215	0.774159	0.761129	0.76873	0.869852	0.854221	0.839271	0.841505	0.125	0	0.25	0.21875	7.76057	2.96735	0.56911	2.59111	0.14305	0.000181198	0.000128031	0.000130177
0.768933	0.764684	0.764684	0.774806	0.865305	0.840899	0.832754	0.840504	0.765376	0.748292	0.755125	0.763098	0.835225	0.813045	0.798488	0.81484	0.125	0	0.34375	0.21875	6.02365	3.15163	0.609746	3.78453	0.128412	0.000178576	0.000127077	0.0001297
0.782517	0.761566	0.768425	0.754333	0.867012	0.83549	0.835657	0.835558	0.774681	0.740999	0.75842	0.747967	0.860008	0.821985	0.835611	0.837024	0.125	0	0.4375	0.28125	6.54733	2.93005	0.652923	6.3039	0.124239	0.000190496	0.000136852	0.000137806
