SPARFA_train_acc	VIBO_train_acc	QFactor_train_acc	Q2Factor_train_acc	SPARFA_train_auc	VIBO_train_auc	QFactor_train_auc	Q2Factor_train_auc	SPARFA_test_acc	VIBO_test_acc	QFactor_test_acc	Q2Factor_test_acc	SPARFA_test_auc	VIBO_test_auc	QFactor_test_auc	Q2Factor_test_auc	SPARFA_sparsity	VIBO_sparsity	QFactor_sparsity	Q2Factor_sparsity	SPARFA_train_time	VIBO_train_time	QFactor_train_time	Q2Factor_train_time	SPARFA_pred_time	VIBO_pred_time	QFactor_pred_time	Q2Factor_pred_time
0.801677	0.786337	0.777122	0.78596	0.891659	0.86954	0.863997	0.870774	0.792104	0.772022	0.767914	0.773848	0.88627	0.859262	0.856006	0.861937	0.09375	0	0.375	0.21875	31.2399	13.1551	1.90372	6.61821	0.610604	0.000285149	0.000184536	0.000192881
0.803752	0.787375	0.777268	0.785369	0.89138	0.864978	0.86334	0.870065	0.797603	0.788382	0.778008	0.785385	0.887554	0.869614	0.862938	0.86962	0.125	0	0.375	0.21875	35.7737	13.7912	1.35742	5.34668	0.637841	0.000279665	0.000183344	0.000193596
0.802048	0.787018	0.776528	0.784925	0.89078	0.868919	0.863236	0.869812	0.793633	0.787267	0.776948	0.78573	0.884941	0.866382	0.863067	0.869871	0.15625	0	0.34375	0.25	31.2944	12.9097	1.79066	10.1783	0.734028	0.000280142	0.000187635	0.000197172
0.79898	0.783401	0.775033	0.783853	0.889793	0.867555	0.862392	0.869231	0.816493	0.794291	0.786135	0.796783	0.902501	0.87433	0.870094	0.876369	0.09375	0	0.34375	0.21875	34.5071	13.7405	1.65879	4.02796	0.654336	0.000297546	0.000195503	0.000198603
0.800767	0.781022	0.777467	0.785864	0.891602	0.867	0.863494	0.870234	0.793368	0.771849	0.775143	0.78217	0.889255	0.861162	0.860591	0.866839	0.09375	0	0.40625	0.21875	35.1193	15.982	1.5469	6.96274	0.90009	0.000340223	0.000184059	0.000291586
0.802156	0.787045	0.77667	0.785106	0.891363	0.869525	0.863325	0.869964	0.79769	0.783478	0.780147	0.787919	0.887541	0.864541	0.862275	0.868474	0.09375	0	0.375	0.1875	35.913	14.9274	1.86174	3.92033	0.669097	0.00028801	0.000195742	0.000196457
0.79999	0.783383	0.776194	0.785337	0.89099	0.868813	0.863377	0.869751	0.807836	0.788013	0.773088	0.787547	0.891421	0.867618	0.861974	0.870633	0.09375	0	0.40625	0.1875	34.4728	15.2101	1.8136	4.63782	0.618866	0.000293016	0.000221014	0.00019598
0.80224	0.785666	0.777404	0.786294	0.892262	0.869765	0.863795	0.870265	0.797039	0.784966	0.769476	0.781549	0.880274	0.861246	0.857218	0.864207	0.09375	0	0.375	0.21875	44.0146	13.3204	1.35489	4.32436	0.855901	0.000281811	0.000187159	0.000196695
0.802545	0.786201	0.777225	0.786553	0.89086	0.870051	0.863466	0.870365	0.802703	0.786937	0.772297	0.780856	0.888157	0.864032	0.85976	0.865921	0.125	0	0.375	0.21875	33.1336	15.6351	1.71738	6.49025	0.621907	0.00032258	0.000188112	0.000210047
0.799719	0.781432	0.775838	0.785044	0.89028	0.86799	0.862274	0.869075	0.807223	0.786519	0.781228	0.78836	0.897369	0.874604	0.870976	0.876187	0.09375	0	0.40625	0.1875	48.2954	15.57	1.78936	7.64493	0.671583	0.0002985	0.000197887	0.000203609
