SPARFA_train_acc	VIBO_train_acc	QFactor_train_acc	Q2Factor_train_acc	SPARFA_train_auc	VIBO_train_auc	QFactor_train_auc	Q2Factor_train_auc	SPARFA_test_acc	VIBO_test_acc	QFactor_test_acc	Q2Factor_test_acc	SPARFA_test_auc	VIBO_test_auc	QFactor_test_auc	Q2Factor_test_auc	SPARFA_sparsity	VIBO_sparsity	QFactor_sparsity	Q2Factor_sparsity	SPARFA_train_time	VIBO_train_time	QFactor_train_time	Q2Factor_train_time	SPARFA_pred_time	VIBO_pred_time	QFactor_pred_time	Q2Factor_pred_time
0.844716	0.823862	0.806296	0.817325	0.94625	0.915187	0.896885	0.909721	0.844946	0.825646	0.808309	0.821721	0.944674	0.914299	0.898305	0.909034	0.222222	0	0.5	0.333333	45.9354	12.3572	2.41947	21.7983	0.967169	0.000271559	0.000159502	0.000171185
0.847268	0.827096	0.797074	0.795251	0.94783	0.918319	0.894453	0.901206	0.837686	0.819835	0.792397	0.800661	0.942284	0.913417	0.888624	0.904427	0.166667	0	0.472222	0.277778	52.5278	15.5776	3.07291	18.6726	1.5362	0.000299454	0.000226736	0.000179052
0.845278	0.821924	0.806196	0.809371	0.947799	0.913444	0.896911	0.903651	0.83855	0.821087	0.808237	0.809226	0.943153	0.914811	0.898055	0.90323	0.194444	0	0.5	0.305556	50.9046	12.0727	2.89396	17.5332	0.964801	0.000274897	0.000160694	0.000176907
0.842534	0.823442	0.805513	0.807513	0.94665	0.913405	0.894492	0.904669	0.852091	0.82659	0.808228	0.807548	0.950951	0.92019	0.900238	0.908843	0.166667	0	0.5	0.277778	47.9136	12.1665	2.76072	19.8544	1.08987	0.000283957	0.000158548	0.00017643
0.84551	0.822009	0.805892	0.825774	0.947461	0.911614	0.897061	0.912893	0.840481	0.817089	0.803769	0.824561	0.941575	0.910249	0.896616	0.911456	0.166667	0	0.472222	0.333333	47.4797	13.0913	3.90226	28.6237	1.1048	0.000268459	0.000158787	0.000166893
0.83599	0.825036	0.794651	0.819541	0.945256	0.915265	0.894696	0.909939	0.835755	0.830348	0.800946	0.821561	0.945623	0.913317	0.898416	0.91045	0.111111	0	0.5	0.361111	50.1562	12.769	1.85982	20.4592	1.00198	0.000299931	0.000161648	0.00016737
0.845126	0.83261	0.806445	0.802503	0.948503	0.91842	0.897824	0.902282	0.836627	0.82444	0.795455	0.792161	0.946922	0.913808	0.889214	0.897467	0.222222	0	0.5	0.277778	47.7659	15.0672	3.14292	17.4201	1.12215	0.000262737	0.000159502	0.000170231
0.85798	0.824333	0.806466	0.820452	0.950845	0.915637	0.898145	0.911429	0.838132	0.814459	0.795585	0.81382	0.940533	0.902734	0.886918	0.902481	0.111111	0	0.5	0.416667	49.8996	12.4444	2.3446	17.6656	0.947989	0.000261068	0.000162363	0.000165701
0.847832	0.831108	0.806352	0.820289	0.947724	0.917851	0.898015	0.909667	0.84179	0.821305	0.798928	0.823826	0.945091	0.914778	0.889273	0.910915	0.166667	0	0.472222	0.361111	59.2229	12.129	2.30862	26.8113	1.02581	0.000269651	0.000154495	0.000163794
0.843347	0.824608	0.804557	0.824207	0.946276	0.914358	0.896491	0.913038	0.85211	0.831838	0.810236	0.829179	0.94927	0.918887	0.901533	0.917504	0.138889	0	0.444444	0.388889	45.033	14.0823	2.2242	17.7789	1.04619	0.000270605	0.00015831	0.000167847
