SPARFA_train_acc	VIBO_train_acc	QFactor_train_acc	Q2Factor_train_acc	SPARFA_train_auc	VIBO_train_auc	QFactor_train_auc	Q2Factor_train_auc	SPARFA_test_acc	VIBO_test_acc	QFactor_test_acc	Q2Factor_test_acc	SPARFA_test_auc	VIBO_test_auc	QFactor_test_auc	Q2Factor_test_auc	SPARFA_sparsity	VIBO_sparsity	QFactor_sparsity	Q2Factor_sparsity	SPARFA_train_time	VIBO_train_time	QFactor_train_time	Q2Factor_train_time	SPARFA_pred_time	VIBO_pred_time	QFactor_pred_time	Q2Factor_pred_time
0.871537	0.840088	0.802099	0.820011	0.964172	0.931336	0.905761	0.930232	0.872614	0.828204	0.808337	0.824309	0.963687	0.927018	0.910745	0.93105	0.25	0	0.5	0.333333	58.8217	11.5029	1.86415	12.5645	1.15715	0.000263691	0.000147581	0.000164986
0.870472	0.84617	0.801385	0.831647	0.966954	0.936015	0.906968	0.930562	0.86868	0.845035	0.799927	0.823572	0.963528	0.932196	0.903389	0.924663	0.229167	0	0.520833	0.4375	61.9346	9.95279	1.74819	24.2385	1.08717	0.000273705	0.000151396	0.00016427
0.873191	0.838436	0.802175	0.825512	0.967593	0.934582	0.908077	0.932776	0.859985	0.831456	0.773273	0.806306	0.961016	0.924222	0.884843	0.921536	0.229167	0	0.5625	0.333333	63.0039	11.2783	2.47781	9.32377	1.16738	0.000264645	0.000153542	0.000171423
0.870333	0.844943	0.801762	0.830744	0.965791	0.935704	0.906502	0.935323	0.864916	0.85274	0.802892	0.829528	0.961157	0.938635	0.908461	0.934799	0.229167	0	0.541667	0.4375	59.8643	11.1557	1.83194	18.3178	1.21425	0.000258923	0.000151634	0.000164986
0.868993	0.828416	0.807229	0.830297	0.96452	0.926979	0.905457	0.932824	0.874054	0.830182	0.805219	0.828669	0.967348	0.924373	0.908175	0.933392	0.208333	0	0.5625	0.291667	61.0231	11.4177	1.7693	17.1672	1.2112	0.000277519	0.000156403	0.000168085
0.877653	0.828932	0.801479	0.839671	0.966192	0.927625	0.905732	0.937519	0.879258	0.819076	0.809235	0.844436	0.967845	0.924925	0.912757	0.938596	0.1875	0	0.520833	0.291667	60.7154	11.005	2.20588	16.8222	1.2836	0.000264883	0.000156641	0.000165462
0.875314	0.837097	0.803019	0.835215	0.967388	0.929288	0.906857	0.930873	0.873589	0.831076	0.803236	0.834838	0.9659	0.928609	0.907378	0.930593	0.229167	0	0.520833	0.416667	62.3744	10.7482	1.79578	16.0614	1.11351	0.000257969	0.000147343	0.000165701
0.878124	0.836143	0.804731	0.838114	0.968949	0.928516	0.906232	0.930567	0.878022	0.841026	0.812088	0.836264	0.967033	0.931412	0.912711	0.931049	0.1875	0	0.541667	0.395833	56.624	10.5289	2.08026	35.5763	1.16839	0.000253201	0.000149965	0.000164509
0.8673	0.828339	0.80185	0.81453	0.963781	0.925514	0.90672	0.927747	0.860717	0.834951	0.799851	0.816281	0.960283	0.926191	0.905736	0.929952	0.25	0	0.5	0.333333	55.3955	11.6026	2.06327	21.5056	1.36852	0.000319958	0.000147104	0.00016427
0.87788	0.837354	0.808932	0.83101	0.967675	0.930987	0.907029	0.930293	0.868783	0.82632	0.799923	0.825172	0.963821	0.929259	0.902934	0.921494	0.229167	0	0.541667	0.375	63.8492	10.0243	2.3331	12.8018	1.31714	0.000264168	0.000148773	0.000172615
