SPARFA_train_acc	VIBO_train_acc	QFactor_train_acc	Q2Factor_train_acc	SPARFA_train_auc	VIBO_train_auc	QFactor_train_auc	Q2Factor_train_auc	SPARFA_test_acc	VIBO_test_acc	QFactor_test_acc	Q2Factor_test_acc	SPARFA_test_auc	VIBO_test_auc	QFactor_test_auc	Q2Factor_test_auc	SPARFA_sparsity	VIBO_sparsity	QFactor_sparsity	Q2Factor_sparsity	SPARFA_train_time	VIBO_train_time	QFactor_train_time	Q2Factor_train_time	SPARFA_pred_time	VIBO_pred_time	QFactor_pred_time	Q2Factor_pred_time
0.888496	0.833628	0.831268	0.834808	0.960774	0.906432	0.897079	0.912215	0.916129	0.812903	0.845161	0.858065	0.962349	0.896754	0.909304	0.923025	0.194444	0	0.597222	0.388889	2.70117	0.577134	0.0854774	0.748191	0.0420852	0.000181675	0.000126123	0.000132322
0.898093	0.831943	0.824195	0.830155	0.963751	0.914971	0.905698	0.912598	0.854651	0.848837	0.80814	0.825581	0.902055	0.892305	0.862607	0.895755	0.194444	0	0.555556	0.416667	2.57895	0.601892	0.130377	0.780874	0.0364449	0.000188589	0.000129461	0.000135183
0.887077	0.830918	0.829106	0.836353	0.964046	0.909741	0.898024	0.909373	0.881443	0.804124	0.824742	0.819588	0.951382	0.897658	0.912532	0.927406	0.208333	0	0.583333	0.472222	2.70435	0.569877	0.110344	0.697547	0.0420473	0.000179291	0.000126362	0.0001297
0.894737	0.842717	0.842105	0.839657	0.969676	0.917496	0.908267	0.921507	0.773148	0.759259	0.75463	0.777778	0.808932	0.814818	0.800149	0.852798	0.194444	0	0.569444	0.333333	2.58559	0.597383	0.214159	0.99424	0.0274286	0.000176191	4.98295e-05	5.24521e-05
0.901383	0.823812	0.83644	0.840048	0.970069	0.903057	0.909027	0.92129	0.807487	0.812834	0.791444	0.796791	0.892552	0.884493	0.859829	0.871551	0.152778	0	0.611111	0.402778	2.50151	0.532672	0.183083	1.04042	0.0354922	0.000188351	0.000132322	0.00013113
0.882635	0.838922	0.834731	0.835329	0.966279	0.911291	0.900698	0.911915	0.811111	0.783333	0.772222	0.783333	0.929718	0.883029	0.882905	0.892787	0.166667	0	0.597222	0.319444	2.55225	0.554494	0.157894	0.968347	0.0428646	0.00017643	0.000133276	0.000129938
0.886199	0.835351	0.831114	0.842615	0.966616	0.914891	0.906986	0.91593	0.828283	0.79798	0.767677	0.772727	0.92341	0.848985	0.862591	0.893001	0.194444	0	0.583333	0.333333	2.65246	0.521899	0.14739	0.787373	0.0332503	0.000172853	4.93526e-05	5.22137e-05
0.893527	0.839685	0.828191	0.831821	0.970542	0.920458	0.909879	0.917303	0.80203	0.822335	0.756345	0.786802	0.870688	0.866952	0.823885	0.862228	0.194444	0	0.625	0.319444	2.66696	0.505618	0.118418	0.854617	0.0256522	0.000192881	9.25064e-05	0.00186658
0.876127	0.824414	0.817198	0.832231	0.96378	0.903278	0.90027	0.913568	0.834225	0.828877	0.828877	0.775401	0.920534	0.865385	0.870629	0.865544	0.180556	0	0.611111	0.333333	2.45059	0.531495	0.140714	0.665562	0.031476	0.000172615	0.000114679	0.000111818
0.8879	0.836299	0.826809	0.839858	0.965634	0.91274	0.907876	0.916847	0.810976	0.817073	0.780488	0.810976	0.892361	0.870536	0.857639	0.837219	0.180556	0	0.583333	0.430556	2.44086	0.504609	0.158571	0.647668	0.032722	0.000172377	0.000128269	0.000124454
