SPARFA_train_acc	VIBO_train_acc	QFactor_train_acc	Q2Factor_train_acc	SPARFA_train_auc	VIBO_train_auc	QFactor_train_auc	Q2Factor_train_auc	SPARFA_test_acc	VIBO_test_acc	QFactor_test_acc	Q2Factor_test_acc	SPARFA_test_auc	VIBO_test_auc	QFactor_test_auc	Q2Factor_test_auc	SPARFA_sparsity	VIBO_sparsity	QFactor_sparsity	Q2Factor_sparsity	SPARFA_train_time	VIBO_train_time	QFactor_train_time	Q2Factor_train_time	SPARFA_pred_time	VIBO_pred_time	QFactor_pred_time	Q2Factor_pred_time
0.801116	0.806593	0.794679	0.802362	0.903491	0.885412	0.881297	0.888703	0.803298	0.811307	0.798115	0.80636	0.906815	0.884719	0.883255	0.892305	0.0666667	0	0.366667	0.166667	39.8448	18.0303	2.95001	19.3618	0.810693	0.000357389	0.000187397	0.000193596
0.797401	0.806358	0.799875	0.807686	0.902864	0.885406	0.882259	0.886185	0.79583	0.806599	0.80385	0.815765	0.904754	0.89176	0.889789	0.895856	0.0666667	0	0.4	0.233333	39.2997	18.8484	2.45596	23.3245	0.827972	0.000299692	0.000193119	0.000205755
0.80013	0.807559	0.793869	0.801766	0.902668	0.885436	0.880404	0.888393	0.813333	0.818713	0.806316	0.810994	0.911218	0.891059	0.888453	0.89503	0.0666667	0	0.333333	0.233333	38.3388	19.2623	3.15541	18.5541	0.619382	0.000324965	0.00024581	0.000195026
0.804925	0.809125	0.800596	0.799611	0.90679	0.889082	0.880159	0.888688	0.815256	0.818832	0.811681	0.809774	0.90841	0.891882	0.881846	0.891125	0.1	0	0.333333	0.2	40.3535	13.5117	3.14937	24.6335	0.992969	0.000284195	0.000184774	0.000202179
0.802737	0.807567	0.797076	0.803127	0.904294	0.888028	0.881557	0.889636	0.802017	0.804832	0.797091	0.801548	0.900975	0.880048	0.876868	0.884425	0.0666667	0	0.333333	0.266667	36.7336	22.3104	3.95225	18.1088	1.01663	0.000376463	0.000199318	0.000203848
0.803946	0.807303	0.796736	0.804882	0.905229	0.887058	0.88223	0.890011	0.793421	0.796641	0.786289	0.794111	0.89632	0.877597	0.872575	0.880927	0.0666667	0	0.333333	0.233333	46.8048	20.5659	3.95205	21.211	0.650897	0.000370264	0.000212431	0.000198841
0.803052	0.805674	0.796356	0.803753	0.906149	0.888261	0.881808	0.889722	0.791843	0.79538	0.785243	0.792315	0.898222	0.881218	0.873397	0.881829	0.1	0	0.333333	0.2	46.7599	21.8693	2.78933	16.2356	1.05704	0.000334024	0.000203609	0.000210047
0.805012	0.802748	0.794317	0.801213	0.904594	0.883627	0.881179	0.888685	0.807923	0.809074	0.801244	0.808383	0.905915	0.885804	0.883842	0.890027	0.1	0	0.333333	0.2	32.4512	13.5773	3.35888	14.2019	0.550699	0.000283241	0.000187397	0.000193119
0.803621	0.808886	0.804399	0.805099	0.905045	0.886747	0.884078	0.890108	0.784681	0.796301	0.791321	0.791084	0.891909	0.875384	0.872073	0.878412	0.0666667	0	0.366667	0.2	41.838	21.6323	2.08156	16.3226	0.896567	0.000470161	0.000191927	0.000200987
0.807768	0.804677	0.801013	0.805274	0.904961	0.886391	0.880137	0.888905	0.804439	0.806075	0.796963	0.798832	0.906486	0.88983	0.882413	0.89073	0.0666667	0	0.366667	0.166667	44.778	21.4018	4.33761	17.4864	0.943033	0.000463963	0.000191927	0.000202656
