SPARFA_train_acc	VIBO_train_acc	QFactor_train_acc	Q2Factor_train_acc	SPARFA_train_auc	VIBO_train_auc	QFactor_train_auc	Q2Factor_train_auc	SPARFA_test_acc	VIBO_test_acc	QFactor_test_acc	Q2Factor_test_acc	SPARFA_test_auc	VIBO_test_auc	QFactor_test_auc	Q2Factor_test_auc	SPARFA_sparsity	VIBO_sparsity	QFactor_sparsity	Q2Factor_sparsity	SPARFA_train_time	VIBO_train_time	QFactor_train_time	Q2Factor_train_time	SPARFA_pred_time	VIBO_pred_time	QFactor_pred_time	Q2Factor_pred_time
0.856333	0.802142	0.802773	0.807183	0.949151	0.900925	0.897411	0.904225	0.845411	0.864734	0.811594	0.826087	0.941332	0.927561	0.906244	0.920204	0.125	0	0.541667	0.354167	2.32055	0.731409	0.102621	0.898644	0.0332377	0.000179768	9.13143e-05	9.20296e-05
0.863525	0.836597	0.812729	0.815177	0.942766	0.906111	0.900787	0.912589	0.81875	0.8	0.79375	0.76875	0.888437	0.891097	0.883117	0.89141	0.1875	0	0.479167	0.333333	2.28042	0.708606	0.101981	0.915814	0.0445807	0.000177383	0.000166178	0.000119209
0.873908	0.815231	0.814607	0.815231	0.954412	0.907712	0.905736	0.913575	0.838542	0.796875	0.796875	0.802083	0.91214	0.844382	0.862112	0.879503	0.1875	0	0.541667	0.354167	2.6222	0.633106	0.148604	0.599501	0.0314622	0.00017643	0.000160933	0.000115395
0.866667	0.838006	0.814953	0.826168	0.954415	0.913852	0.905331	0.910771	0.767196	0.746032	0.68254	0.73545	0.87764	0.846404	0.804045	0.837753	0.166667	0	0.5	0.291667	1.98981	0.590947	0.148921	0.679052	0.0251324	0.000181913	0.000121593	0.000127792
0.870787	0.824594	0.818976	0.825843	0.948651	0.903315	0.905621	0.906577	0.828125	0.786458	0.807292	0.822917	0.911817	0.864859	0.883929	0.882165	0.1875	0	0.458333	0.416667	2.15855	0.614991	0.165025	0.756785	0.0347042	0.0001719	0.00011158	0.000115395
0.868502	0.831804	0.820183	0.824465	0.946115	0.909842	0.904032	0.912112	0.823899	0.786164	0.805031	0.779874	0.918487	0.878917	0.86673	0.88145	0.1875	0.0208333	0.5	0.3125	1.91193	0.567565	0.140295	0.534812	0.0296326	0.000165224	0.000113487	0.000115395
0.860886	0.811603	0.800374	0.82907	0.953306	0.89925	0.89897	0.907416	0.78534	0.790576	0.832461	0.82199	0.888594	0.895792	0.900664	0.904097	0.145833	0	0.5	0.291667	1.86458	0.560899	0.108031	0.762272	0.0288608	0.000166178	0.000115156	0.000113726
0.856429	0.829588	0.8196	0.825218	0.951378	0.911431	0.903487	0.912492	0.760417	0.744792	0.739583	0.755208	0.812299	0.815642	0.803821	0.803104	0.1875	0	0.5	0.333333	2.357	0.592015	0.101707	0.747514	0.0279012	0.000170946	4.74453e-05	4.98295e-05
0.862661	0.814224	0.823421	0.827713	0.951942	0.902977	0.908601	0.912612	0.809816	0.779141	0.748466	0.760736	0.88796	0.879295	0.854129	0.854732	0.1875	0	0.5	0.375	2.60955	0.660051	0.157898	1.11223	0.028089	0.000177145	0.000122547	0.000120878
0.86079	0.809726	0.805471	0.827964	0.951179	0.902476	0.897653	0.911108	0.818792	0.798658	0.771812	0.771812	0.934292	0.870768	0.854023	0.866582	0.166667	0	0.458333	0.3125	2.53093	0.667221	0.0991883	0.712367	0.049664	0.000173092	0.000121355	0.000764608
