SPARFA_train_acc	VIBO_train_acc	QFactor_train_acc	Q2Factor_train_acc	SPARFA_train_auc	VIBO_train_auc	QFactor_train_auc	Q2Factor_train_auc	SPARFA_test_acc	VIBO_test_acc	QFactor_test_acc	Q2Factor_test_acc	SPARFA_test_auc	VIBO_test_auc	QFactor_test_auc	Q2Factor_test_auc	SPARFA_sparsity	VIBO_sparsity	QFactor_sparsity	Q2Factor_sparsity	SPARFA_train_time	VIBO_train_time	QFactor_train_time	Q2Factor_train_time	SPARFA_pred_time	VIBO_pred_time	QFactor_pred_time	Q2Factor_pred_time
0.833285	0.835387	0.808102	0.829299	0.946559	0.921338	0.903239	0.919506	0.823605	0.824888	0.805324	0.82136	0.940862	0.914031	0.898856	0.915487	0.111111	0	0.472222	0.333333	47.1524	11.802	2.22785	16.1416	1.00098	0.0002563	0.000149012	0.000160456
0.838267	0.827506	0.815079	0.82805	0.947314	0.917926	0.908597	0.919889	0.84077	0.822151	0.811557	0.827287	0.949028	0.915142	0.902452	0.915197	0.166667	0	0.5	0.305556	46.0058	11.5958	2.78163	18.2962	1.02116	0.000259638	0.000148296	0.00015974
0.851859	0.823382	0.816789	0.827911	0.946373	0.912015	0.908726	0.919206	0.840398	0.811175	0.802505	0.82113	0.938562	0.904099	0.901651	0.91466	0.166667	0	0.416667	0.361111	44.2658	11.62	3.96896	10.8677	0.944107	0.000259638	0.000147581	0.000160694
0.836791	0.824018	0.799228	0.826363	0.94844	0.916227	0.899746	0.917601	0.844822	0.834166	0.804196	0.837829	0.951671	0.92131	0.904668	0.924995	0.138889	0	0.472222	0.305556	46.2276	11.5242	1.92083	14.401	0.989451	0.000259638	0.000149488	0.000161886
0.847805	0.826849	0.80477	0.827536	0.950924	0.915005	0.903563	0.919542	0.839974	0.827017	0.799806	0.828312	0.947896	0.909875	0.89803	0.916396	0.138889	0	0.416667	0.305556	45.2385	11.601	1.75371	12.4456	0.945048	0.000263929	0.000152111	0.000161409
0.842567	0.825604	0.815173	0.825604	0.950638	0.914215	0.907891	0.919613	0.838485	0.818212	0.816883	0.820206	0.948063	0.909069	0.908099	0.915653	0.111111	0	0.472222	0.333333	45.3569	11.6994	2.30587	14.0616	0.954163	0.000264406	0.000153065	0.000160694
0.847447	0.819135	0.813981	0.827955	0.950739	0.915482	0.907884	0.919073	0.836335	0.822117	0.811374	0.823065	0.946107	0.913937	0.908777	0.919625	0.138889	0	0.388889	0.333333	45.5971	11.6907	2.63712	8.12335	1.00527	0.000265837	0.000153542	0.000160217
0.835157	0.830137	0.826236	0.807238	0.944737	0.918844	0.904848	0.910014	0.839881	0.832948	0.833278	0.811489	0.946366	0.921542	0.908129	0.915096	0.166667	0	0.555556	0.25	48.7464	11.7212	0.481558	13.289	0.941522	0.000263929	0.000154972	0.000165224
0.842477	0.822899	0.815228	0.827712	0.949349	0.913778	0.907366	0.918334	0.849448	0.831603	0.820896	0.830305	0.95334	0.917903	0.912803	0.922769	0.138889	0	0.416667	0.333333	45.7424	11.6719	1.79174	19.9891	0.995591	0.000262499	0.000152826	0.00016427
0.83569	0.81787	0.815201	0.827682	0.949244	0.913031	0.908338	0.919225	0.835671	0.816633	0.815297	0.825985	0.947445	0.910558	0.906625	0.918063	0.166667	0	0.472222	0.361111	47.2253	11.9522	2.27076	14.7549	1.00467	0.000264406	0.000155926	0.000164747
