SPARFA_train_acc	VIBO_train_acc	QFactor_train_acc	Q2Factor_train_acc	SPARFA_train_auc	VIBO_train_auc	QFactor_train_auc	Q2Factor_train_auc	SPARFA_test_acc	VIBO_test_acc	QFactor_test_acc	Q2Factor_test_acc	SPARFA_test_auc	VIBO_test_auc	QFactor_test_auc	Q2Factor_test_auc	SPARFA_sparsity	VIBO_sparsity	QFactor_sparsity	Q2Factor_sparsity	SPARFA_train_time	VIBO_train_time	QFactor_train_time	Q2Factor_train_time	SPARFA_pred_time	VIBO_pred_time	QFactor_pred_time	Q2Factor_pred_time
0.84507	0.823534	0.81243	0.814815	0.947142	0.911823	0.906838	0.91547	0.847344	0.806321	0.800269	0.813046	0.944681	0.906891	0.89828	0.916336	0.138889	0	0.416667	0.25	21.827	5.87118	1.91772	16.5437	0.434756	0.000198364	0.000126362	0.000129938
0.85132	0.824247	0.794032	0.812654	0.949547	0.911848	0.894939	0.910705	0.844951	0.820847	0.79544	0.814984	0.943194	0.911974	0.895591	0.913346	0.138889	0	0.388889	0.277778	21.3531	5.34306	1.12565	11.9196	0.395892	0.000198364	0.000127077	0.00013423
0.851327	0.822994	0.812109	0.808753	0.9454	0.912351	0.905414	0.910229	0.858768	0.848728	0.83668	0.807898	0.95469	0.922676	0.918115	0.910008	0.222222	0	0.444444	0.277778	21.817	6.14773	1.40148	9.55886	0.40513	0.000198126	0.000131607	0.000133991
0.852152	0.823757	0.808667	0.799599	0.947868	0.910836	0.901915	0.912478	0.851342	0.80936	0.794219	0.788025	0.952244	0.894455	0.890184	0.902343	0.194444	0	0.555556	0.305556	20.4409	5.77756	0.818757	12.3762	0.412867	0.000195503	0.000128746	0.000133514
0.846555	0.820782	0.801788	0.805736	0.949489	0.914301	0.902369	0.916975	0.823768	0.80081	0.789332	0.789332	0.931537	0.893198	0.883242	0.898699	0.166667	0	0.5	0.388889	21.3591	5.35357	0.828671	11.0245	0.397765	0.000199556	0.000128984	0.000209332
0.848795	0.822684	0.802634	0.810863	0.950073	0.911017	0.902635	0.911211	0.844156	0.818831	0.786364	0.803896	0.942745	0.914141	0.888563	0.905392	0.166667	0.0277778	0.472222	0.305556	21.0518	5.47409	0.894228	9.51661	0.414794	0.000198126	0.000131845	0.00014329
0.846566	0.818737	0.794925	0.817174	0.948446	0.908316	0.895526	0.911614	0.842536	0.815951	0.789366	0.808453	0.947939	0.905583	0.892455	0.907095	0.111111	0	0.416667	0.25	22.645	5.53829	1.16408	11.8124	0.416619	0.000201702	0.000131607	0.000138044
0.851395	0.819106	0.794463	0.810125	0.949005	0.909779	0.893993	0.908535	0.862622	0.824965	0.817992	0.82357	0.958868	0.916805	0.910359	0.919152	0.166667	0.0277778	0.472222	0.277778	21.5817	5.59189	0.815265	6.80851	0.451699	0.000199318	0.000130653	0.000136375
0.857805	0.820331	0.804398	0.806867	0.94985	0.911539	0.901065	0.917008	0.839297	0.817176	0.797658	0.794405	0.938732	0.898878	0.896209	0.910016	0.194444	0	0.527778	0.416667	23.0863	5.85674	1.10499	7.67522	0.41437	0.000204086	0.000131845	0.000141859
0.846217	0.828493	0.80064	0.820226	0.946088	0.913492	0.902035	0.915844	0.845061	0.812585	0.800406	0.817321	0.939008	0.899931	0.891565	0.914755	0.166667	0	0.527778	0.222222	20.9824	5.566	0.912525	7.07686	0.409998	0.000215054	0.000133276	0.000138521
