SPARFA_train_acc	VIBO_train_acc	QFactor_train_acc	Q2Factor_train_acc	SPARFA_train_auc	VIBO_train_auc	QFactor_train_auc	Q2Factor_train_auc	SPARFA_test_acc	VIBO_test_acc	QFactor_test_acc	Q2Factor_test_acc	SPARFA_test_auc	VIBO_test_auc	QFactor_test_auc	Q2Factor_test_auc	SPARFA_sparsity	VIBO_sparsity	QFactor_sparsity	Q2Factor_sparsity	SPARFA_train_time	VIBO_train_time	QFactor_train_time	Q2Factor_train_time	SPARFA_pred_time	VIBO_pred_time	QFactor_pred_time	Q2Factor_pred_time
0.853412	0.828981	0.81171	0.811289	0.946572	0.906422	0.893944	0.907149	0.830116	0.810811	0.772201	0.803089	0.910413	0.869681	0.86859	0.884713	0.166667	0	0.5	0.333333	3.88198	0.914846	0.134923	0.913083	0.0716724	0.000179529	0.00011301	0.000113487
0.862712	0.817373	0.825	0.833475	0.951492	0.895266	0.898425	0.898761	0.849817	0.802198	0.802198	0.820513	0.912873	0.849103	0.847973	0.851361	0.166667	0	0.5	0.309524	2.83353	0.872478	0.129684	1.0515	0.0550177	0.000178814	0.00011301	0.000120163
0.843379	0.822581	0.825552	0.813243	0.940344	0.899108	0.897366	0.905356	0.765343	0.779783	0.750903	0.750903	0.895802	0.877169	0.859606	0.873099	0.119048	0	0.5	0.380952	2.88598	0.89155	0.169281	1.8986	0.0448928	0.000214815	9.32217e-05	9.56059e-05
0.843293	0.822399	0.827413	0.834517	0.933011	0.898484	0.895804	0.904858	0.85	0.816667	0.783333	0.8	0.934539	0.909565	0.858713	0.886261	0.166667	0	0.547619	0.380952	2.96073	0.889226	0.235993	1.1242	0.0590096	0.000179052	0.000113487	0.000117302
0.844304	0.820675	0.8	0.818987	0.938058	0.894153	0.891094	0.903421	0.825095	0.813688	0.790875	0.806084	0.924427	0.88895	0.891045	0.903548	0.166667	0	0.5	0.357143	2.86036	0.875335	0.121214	1.01582	0.0530443	0.000183582	0.000110626	0.000114679
0.836218	0.812579	0.798227	0.821866	0.931414	0.895168	0.889423	0.897292	0.833333	0.818182	0.814394	0.799242	0.906912	0.887615	0.894009	0.874078	0.119048	0	0.5	0.380952	2.94253	0.895154	0.134059	0.92189	0.0627518	0.000178099	0.000115871	0.000113964
0.840204	0.81513	0.818955	0.833829	0.935879	0.897621	0.896095	0.9099	0.803571	0.803571	0.807143	0.807143	0.893967	0.852726	0.854903	0.877644	0.190476	0	0.47619	0.357143	2.9219	0.87668	0.127404	0.668623	0.0433071	0.000178337	4.91142e-05	5.45979e-05
0.853103	0.825243	0.806247	0.816378	0.945686	0.896825	0.894001	0.905418	0.82197	0.818182	0.799242	0.784091	0.927693	0.884404	0.866133	0.869298	0.142857	0	0.452381	0.333333	2.88942	0.895896	0.132956	1.15481	0.0553389	0.000182629	0.000112534	0.000115156
0.840794	0.826014	0.798564	0.809544	0.934375	0.89782	0.890892	0.905267	0.807547	0.830189	0.8	0.811321	0.899743	0.907855	0.887547	0.903945	0.142857	0	0.5	0.333333	3.6621	0.881086	0.125206	0.877208	0.0453663	0.000184059	0.00011301	0.000119209
0.865409	0.825577	0.816771	0.825157	0.946184	0.898351	0.891626	0.90615	0.862903	0.858871	0.854839	0.854839	0.956373	0.90312	0.907148	0.91896	0.190476	0	0.5	0.357143	2.98645	0.89298	0.183117	0.899169	0.0522234	0.00196314	0.000114441	0.000113964
