SPARFA_train_acc	VIBO_train_acc	QFactor_train_acc	Q2Factor_train_acc	SPARFA_train_auc	VIBO_train_auc	QFactor_train_auc	Q2Factor_train_auc	SPARFA_test_acc	VIBO_test_acc	QFactor_test_acc	Q2Factor_test_acc	SPARFA_test_auc	VIBO_test_auc	QFactor_test_auc	Q2Factor_test_auc	SPARFA_sparsity	VIBO_sparsity	QFactor_sparsity	Q2Factor_sparsity	SPARFA_train_time	VIBO_train_time	QFactor_train_time	Q2Factor_train_time	SPARFA_pred_time	VIBO_pred_time	QFactor_pred_time	Q2Factor_pred_time
0.875711	0.84013	0.818115	0.838749	0.96299	0.924324	0.911652	0.932185	0.857562	0.82746	0.815712	0.825991	0.949284	0.913562	0.905296	0.924344	0.121212	0	0.484848	0.333333	28.2387	9.51617	0.745706	12.5388	0.772528	0.00517344	0.000135183	0.00299311
0.873329	0.841294	0.818226	0.83999	0.960915	0.926087	0.913797	0.933331	0.841168	0.816239	0.804843	0.825499	0.94263	0.906623	0.899669	0.922267	0.181818	0	0.484848	0.333333	38.6855	9.30832	1.13675	16.8433	0.627758	0.000194788	0.000125647	0.0001297
0.867265	0.833999	0.823074	0.841093	0.959409	0.923388	0.910659	0.927674	0.855721	0.821606	0.81521	0.842217	0.955662	0.921559	0.909037	0.924674	0.181818	0	0.424242	0.363636	35.6242	7.97336	0.678649	5.45888	0.859573	0.000205278	0.000127077	0.000131607
0.869226	0.833753	0.830587	0.838055	0.959246	0.925151	0.915146	0.92822	0.870658	0.81966	0.821138	0.827051	0.958771	0.91193	0.904374	0.917136	0.151515	0	0.454545	0.363636	30.0141	9.64333	1.56235	7.35383	0.801787	0.00028038	0.000128984	0.000129223
0.870399	0.842003	0.815549	0.83723	0.960298	0.925424	0.910767	0.932791	0.855072	0.828375	0.820748	0.844394	0.951564	0.909361	0.913424	0.931262	0.151515	0	0.484848	0.363636	41.0757	9.76685	0.994795	11.1021	0.818869	0.000205517	0.000128984	0.000140429
0.873677	0.83412	0.829155	0.84755	0.960673	0.924796	0.914887	0.93326	0.849928	0.818182	0.824675	0.829004	0.945759	0.910165	0.908822	0.917362	0.212121	0	0.454545	0.424242	37.5133	9.45357	1.16846	11.6249	0.619611	0.000264406	0.000126362	0.00013566
0.874125	0.839277	0.812164	0.844569	0.960382	0.928196	0.911604	0.930129	0.882014	0.863309	0.840288	0.861151	0.971332	0.943209	0.928224	0.944061	0.181818	0	0.515152	0.424242	36.2373	8.9986	1.42379	5.02119	0.774388	0.000278711	0.00268054	0.00324631
0.872202	0.833117	0.818926	0.83482	0.95902	0.92322	0.910532	0.931504	0.874627	0.84403	0.834328	0.838806	0.96307	0.925899	0.923611	0.937052	0.181818	0	0.515152	0.333333	37.5006	9.32094	1.12458	12.7501	0.768214	0.000203133	0.000128508	0.000135183
0.861889	0.840391	0.819951	0.846417	0.959804	0.923161	0.912865	0.932072	0.842672	0.833333	0.811782	0.841954	0.946881	0.910403	0.899949	0.923443	0.212121	0	0.484848	0.424242	41.6343	9.42697	0.909722	10.0187	0.697428	0.000210047	0.000128269	0.000146151
0.865209	0.832645	0.813123	0.833293	0.959041	0.921848	0.910253	0.930835	0.883195	0.856066	0.825923	0.84627	0.965289	0.933962	0.922154	0.941641	0.151515	0	0.515152	0.393939	40.7757	9.76164	1.54743	11.3964	0.772953	0.000203609	0.000128031	0.000140429
