SPARFA_train_acc	VIBO_train_acc	QFactor_train_acc	Q2Factor_train_acc	SPARFA_train_auc	VIBO_train_auc	QFactor_train_auc	Q2Factor_train_auc	SPARFA_test_acc	VIBO_test_acc	QFactor_test_acc	Q2Factor_test_acc	SPARFA_test_auc	VIBO_test_auc	QFactor_test_auc	Q2Factor_test_auc	SPARFA_sparsity	VIBO_sparsity	QFactor_sparsity	Q2Factor_sparsity	SPARFA_train_time	VIBO_train_time	QFactor_train_time	Q2Factor_train_time	SPARFA_pred_time	VIBO_pred_time	QFactor_pred_time	Q2Factor_pred_time
0.795404	0.75834	0.770571	0.775389	0.84096	0.812631	0.811746	0.815843	0.797834	0.750903	0.768953	0.750903	0.831391	0.800275	0.815118	0.816877	0.0555556	0	0.25	0.222222	2.8859	1.3647	0.231025	1.86665	0.050734	0.000182629	0.000130415	0.000133991
0.796648	0.760149	0.765363	0.76797	0.844936	0.817487	0.820763	0.823161	0.775862	0.713793	0.727586	0.741379	0.812677	0.773636	0.785101	0.807273	0.0833333	0	0.277778	0.166667	3.24494	1.30732	0.274858	1.22721	0.0358567	0.000184774	0.000136137	0.000135899
0.79253	0.755917	0.766642	0.766272	0.848536	0.825353	0.816733	0.81375	0.800738	0.763838	0.811808	0.800738	0.794167	0.757517	0.780165	0.800619	0.0833333	0	0.25	0.138889	3.13537	1.34917	0.194055	2.43868	0.0555859	0.000181437	0.000128746	0.000133038
0.798801	0.773323	0.774073	0.776321	0.859405	0.824364	0.824327	0.829204	0.735294	0.722222	0.735294	0.712418	0.772727	0.738915	0.74128	0.745362	0.111111	0	0.222222	0.222222	2.71198	1.3452	0.300846	1.02969	0.061094	0.000181437	0.000128746	0.000130177
0.794417	0.761977	0.77367	0.772916	0.846359	0.82049	0.821556	0.822928	0.768519	0.759259	0.740741	0.737654	0.779097	0.772889	0.768527	0.779684	0.138889	0	0.25	0.166667	3.22205	1.36484	0.224692	1.95235	0.0582361	0.000178576	0.000129461	0.000133991
0.799699	0.763247	0.773018	0.774897	0.855306	0.817514	0.820184	0.821095	0.735669	0.719745	0.719745	0.72293	0.809402	0.780684	0.778362	0.781824	0.0833333	0	0.25	0.194444	2.99588	1.35115	0.243612	1.40978	0.0625761	0.00323582	0.000127316	0.000128031
0.787551	0.765934	0.767052	0.773761	0.850199	0.813648	0.811863	0.806596	0.797945	0.767123	0.787671	0.784247	0.864103	0.814372	0.841638	0.811156	0.111111	0	0.333333	0.25	3.20322	1.28976	0.406819	2.65935	0.0584815	0.000182867	0.000131369	0.000132084
0.794107	0.763506	0.766528	0.770306	0.846026	0.824205	0.824034	0.821558	0.762195	0.710366	0.75	0.737805	0.779377	0.725917	0.762403	0.769026	0.111111	0	0.277778	0.194444	3.28204	1.37019	0.281974	0.900647	0.0464983	0.00369763	0.000123262	0.000122547
0.793551	0.760563	0.761305	0.76464	0.849415	0.810324	0.815932	0.813329	0.837545	0.823105	0.805054	0.808664	0.877893	0.848535	0.843233	0.843005	0.0833333	0	0.305556	0.25	3.33496	1.24094	0.272181	1.4193	0.0659206	0.000194311	0.000133753	0.000132561
0.786487	0.758865	0.771557	0.76969	0.842747	0.81504	0.812253	0.815515	0.810811	0.777027	0.787162	0.790541	0.856374	0.825918	0.844117	0.841123	0.0555556	0	0.222222	0.222222	3.01623	1.3983	0.33566	1.30332	0.0643778	0.000187397	0.000132561	0.000134945
