SPARFA_train_acc	VIBO_train_acc	QFactor_train_acc	Q2Factor_train_acc	SPARFA_train_auc	VIBO_train_auc	QFactor_train_auc	Q2Factor_train_auc	SPARFA_test_acc	VIBO_test_acc	QFactor_test_acc	Q2Factor_test_acc	SPARFA_test_auc	VIBO_test_auc	QFactor_test_auc	Q2Factor_test_auc	SPARFA_sparsity	VIBO_sparsity	QFactor_sparsity	Q2Factor_sparsity	SPARFA_train_time	VIBO_train_time	QFactor_train_time	Q2Factor_train_time	SPARFA_pred_time	VIBO_pred_time	QFactor_pred_time	Q2Factor_pred_time
0.892967	0.842745	0.870469	0.865811	0.973122	0.935367	0.933983	0.941212	0.873575	0.82487	0.85285	0.849741	0.961841	0.916166	0.921894	0.931153	0.142857	0	0.285714	0.285714	16.4554	6.15064	0.396003	1.32769	0.316564	0.000191927	0.000101328	0.000107288
0.889723	0.852168	0.859565	0.883919	0.968402	0.934355	0.929764	0.946962	0.903984	0.863126	0.875383	0.895812	0.974542	0.943218	0.939567	0.956229	0.214286	0	0.357143	0.285714	17.1971	6.09397	0.392431	3.24596	0.292866	0.00019598	0.000115871	0.00010705
0.880424	0.848992	0.870288	0.88441	0.96872	0.932936	0.935606	0.948363	0.895431	0.855838	0.876142	0.891371	0.975743	0.935615	0.937351	0.950537	0.214286	0	0.142857	0.285714	16.6091	6.11712	0.432678	2.09543	0.31041	0.000191689	0.000101089	0.000108242
0.876494	0.85794	0.848719	0.861468	0.970365	0.934321	0.926015	0.938267	0.877676	0.867482	0.85423	0.883792	0.973341	0.94411	0.934341	0.952249	0.0714286	0	0.428571	0.285714	17.7439	6.03078	0.443528	1.90991	0.323127	0.000184298	9.77516e-05	9.91821e-05
0.895674	0.846821	0.858007	0.862116	0.972143	0.933574	0.930354	0.939371	0.891542	0.849751	0.876617	0.867662	0.970595	0.936955	0.939629	0.944043	0.142857	0	0.357143	0.214286	16.0251	5.83698	0.430732	2.44307	0.281607	0.000184059	9.9659e-05	0.000108004
0.892646	0.860656	0.86464	0.882628	0.971887	0.934648	0.935738	0.949227	0.881874	0.848269	0.851324	0.867617	0.970598	0.93105	0.927809	0.938954	0.142857	0	0.214286	0.285714	16.6697	5.95891	0.417256	7.93207	0.31883	0.000185013	9.75132e-05	0.000104189
0.903588	0.857824	0.87077	0.886328	0.971402	0.933385	0.936656	0.948648	0.889583	0.8375	0.839583	0.873958	0.961283	0.91834	0.917605	0.939945	0.142857	0	0.214286	0.285714	19.3096	6.10217	0.529153	2.63052	0.271759	0.000188351	0.000102043	0.000103235
0.892235	0.888159	0.866086	0.860765	0.9694	0.943839	0.936495	0.942494	0.898069	0.874464	0.853004	0.868026	0.975189	0.939194	0.936379	0.949068	0.214286	0	0.357143	0.142857	18.5744	7.43525	0.598662	13.7726	0.607345	0.000250101	0.0021615	0.000112057
0.892971	0.853048	0.86374	0.885919	0.970858	0.936122	0.93139	0.948613	0.890144	0.851129	0.843943	0.877823	0.968583	0.933433	0.912393	0.939608	0.142857	0	0.357143	0.285714	19.8983	7.23728	0.443221	1.68758	0.317266	0.000190496	0.000105381	0.000105858
0.893073	0.877553	0.870022	0.861691	0.9713	0.93684	0.93255	0.943805	0.892323	0.865404	0.848455	0.862413	0.964566	0.929076	0.922778	0.942576	0.142857	0	0.214286	0.285714	19.6894	6.62338	0.497697	2.49933	0.287952	0.000201702	0.000102758	0.00011611
