SPARFA_train_acc	VIBO_train_acc	QFactor_train_acc	Q2Factor_train_acc	SPARFA_train_auc	VIBO_train_auc	QFactor_train_auc	Q2Factor_train_auc	SPARFA_test_acc	VIBO_test_acc	QFactor_test_acc	Q2Factor_test_acc	SPARFA_test_auc	VIBO_test_auc	QFactor_test_auc	Q2Factor_test_auc	SPARFA_sparsity	VIBO_sparsity	QFactor_sparsity	Q2Factor_sparsity	SPARFA_train_time	VIBO_train_time	QFactor_train_time	Q2Factor_train_time	SPARFA_pred_time	VIBO_pred_time	QFactor_pred_time	Q2Factor_pred_time
0.821983	0.810278	0.802283	0.797768	0.931484	0.899097	0.892133	0.903214	0.828876	0.812776	0.800571	0.798494	0.932063	0.898244	0.889724	0.904174	0.133333	0	0.444444	0.333333	45.9579	13.3254	4.17268	36.5833	1.25493	0.000333309	0.000181675	0.00018692
0.823391	0.80762	0.794699	0.801376	0.926893	0.897813	0.885627	0.903915	0.808467	0.808467	0.797883	0.793495	0.917178	0.897086	0.888474	0.898784	0.177778	0	0.511111	0.333333	72.6996	16.5452	0.670915	37.1275	1.76021	0.000319719	0.000181675	0.000198126
0.817212	0.809719	0.799689	0.809575	0.921525	0.902341	0.891282	0.901892	0.809524	0.813598	0.803412	0.816909	0.914473	0.902859	0.893832	0.903263	0.155556	0	0.444444	0.311111	61.8928	16.3257	5.91119	58.5813	1.04866	0.000315905	0.000189543	0.000450373
0.814033	0.810492	0.790683	0.811557	0.921866	0.897727	0.884175	0.901806	0.823696	0.822154	0.805962	0.826266	0.92546	0.90568	0.893637	0.91123	0.133333	0	0.444444	0.311111	55.6267	14.6702	5.03689	34.6988	1.16072	0.000276327	0.000182867	0.000191689
0.818836	0.812504	0.801587	0.79898	0.925364	0.899755	0.892999	0.905976	0.805697	0.79441	0.79226	0.782585	0.918325	0.885863	0.881757	0.893129	0.177778	0	0.444444	0.444444	59.2383	16.9296	4.36557	26.0211	1.39711	0.00298929	0.00175047	0.000222206
0.817131	0.807639	0.785665	0.804274	0.927292	0.897746	0.887062	0.903385	0.804669	0.801556	0.773281	0.806226	0.917161	0.894525	0.877711	0.90065	0.133333	0	0.466667	0.4	60.7937	17.3745	5.05971	17.2349	1.2267	0.000349998	0.000340939	0.000193357
0.8195	0.809592	0.802585	0.812263	0.924139	0.901711	0.892694	0.903302	0.810413	0.809624	0.783592	0.806994	0.915359	0.896934	0.883578	0.899495	0.111111	0	0.422222	0.355556	53.6155	14.4917	2.81102	52.2028	1.44223	0.000423431	0.000186205	0.00020051
0.830335	0.806196	0.799644	0.812288	0.927445	0.897756	0.891779	0.902552	0.829542	0.815425	0.802092	0.814118	0.92412	0.898029	0.889359	0.905118	0.0888889	0	0.444444	0.377778	57.6175	15.1594	3.43485	22.1213	1.25231	0.000286102	0.000297308	0.000342607
0.823053	0.803415	0.80068	0.803501	0.920958	0.90471	0.891905	0.903701	0.811297	0.803081	0.796662	0.796662	0.915982	0.900434	0.889938	0.899312	0.133333	0	0.444444	0.244444	58.9771	14.4812	3.27313	37.878	1.37472	0.000428438	0.000181198	0.000198841
0.815253	0.809595	0.790139	0.803418	0.924794	0.901189	0.886947	0.902759	0.81261	0.812108	0.794273	0.810098	0.919709	0.904477	0.891351	0.907203	0.155556	0	0.488889	0.288889	59.5584	19.2212	4.78802	68.8149	1.62953	0.000371695	0.000303745	0.000207901
