SPARFA_train_acc	VIBO_train_acc	QFactor_train_acc	Q2Factor_train_acc	SPARFA_train_auc	VIBO_train_auc	QFactor_train_auc	Q2Factor_train_auc	SPARFA_test_acc	VIBO_test_acc	QFactor_test_acc	Q2Factor_test_acc	SPARFA_test_auc	VIBO_test_auc	QFactor_test_auc	Q2Factor_test_auc	SPARFA_sparsity	VIBO_sparsity	QFactor_sparsity	Q2Factor_sparsity	SPARFA_train_time	VIBO_train_time	QFactor_train_time	Q2Factor_train_time	SPARFA_pred_time	VIBO_pred_time	QFactor_pred_time	Q2Factor_pred_time
0.831969	0.806347	0.787396	0.805791	0.92355	0.877484	0.86116	0.877051	0.818458	0.805026	0.792028	0.813692	0.920213	0.870476	0.866139	0.875792	0.142857	0	0.357143	0.285714	30.3384	9.1498	1.7627	14.4975	0.74341	0.000240803	0.000152349	0.000159502
0.83808	0.810701	0.788628	0.788778	0.91656	0.879941	0.861686	0.877329	0.838451	0.808692	0.787907	0.778932	0.911701	0.87303	0.853708	0.870832	0.190476	0	0.333333	0.333333	28.325	7.53824	1.95921	8.05379	0.577276	0.000252008	0.000152349	0.000161409
0.826709	0.804896	0.789734	0.788827	0.922735	0.875402	0.862749	0.869882	0.805345	0.7902	0.76971	0.775501	0.904099	0.862834	0.841225	0.855926	0.214286	0	0.380952	0.238095	27.0412	9.03762	2.24596	14.0009	0.551553	0.000246763	0.000156403	0.00015974
0.834241	0.803249	0.789653	0.788853	0.921086	0.875987	0.860626	0.868692	0.835964	0.796748	0.780966	0.773314	0.930351	0.880743	0.862961	0.869323	0.190476	0	0.333333	0.309524	27.7785	7.77593	1.56555	9.1248	0.585113	0.000255346	0.000150204	0.000166416
0.836549	0.802448	0.7891	0.789452	0.923689	0.87985	0.864123	0.8782	0.831922	0.792243	0.78288	0.796255	0.916363	0.870273	0.85905	0.877894	0.0952381	0	0.428571	0.309524	26.9367	7.48252	1.33653	9.93416	0.56913	0.000247717	0.000149965	0.000166178
0.837966	0.801025	0.786048	0.765744	0.920312	0.879744	0.860061	0.877393	0.850387	0.822192	0.805366	0.777171	0.92582	0.88615	0.871514	0.879445	0.0952381	0	0.357143	0.357143	26.2764	7.52611	1.7129	17.6201	0.588624	0.000254393	0.000151157	0.000158548
0.839718	0.808407	0.785905	0.797382	0.91868	0.875161	0.8599	0.878831	0.831914	0.797848	0.787987	0.783505	0.913753	0.877008	0.864882	0.874777	0.166667	0	0.380952	0.333333	27.3871	7.67092	1.94017	6.31441	0.551878	0.00024581	0.00015521	0.000160933
0.82748	0.814902	0.778326	0.787784	0.922241	0.884908	0.86176	0.872083	0.828829	0.818468	0.787838	0.796396	0.92216	0.888276	0.869241	0.871997	0.190476	0	0.404762	0.285714	36.8942	9.11363	0.147471	10.9565	1.04631	0.000248194	0.00014782	0.000168085
0.833241	0.800363	0.782891	0.78702	0.916083	0.877698	0.854936	0.871968	0.824161	0.783893	0.789262	0.791051	0.907776	0.86657	0.853541	0.86999	0.142857	0	0.380952	0.261905	30.3548	7.56846	1.77246	22.6005	0.533081	0.000299454	0.000153065	0.000164509
0.837146	0.800794	0.786163	0.78732	0.921097	0.876748	0.860431	0.872295	0.835523	0.803353	0.792025	0.786588	0.91541	0.872998	0.856502	0.868469	0.166667	0	0.357143	0.309524	26.5141	7.58215	1.98279	16.2438	0.548875	0.000249863	0.000151873	0.000164032
