SPARFA_train_acc	VIBO_train_acc	QFactor_train_acc	Q2Factor_train_acc	SPARFA_train_auc	VIBO_train_auc	QFactor_train_auc	Q2Factor_train_auc	SPARFA_test_acc	VIBO_test_acc	QFactor_test_acc	Q2Factor_test_acc	SPARFA_test_auc	VIBO_test_auc	QFactor_test_auc	Q2Factor_test_auc	SPARFA_sparsity	VIBO_sparsity	QFactor_sparsity	Q2Factor_sparsity	SPARFA_train_time	VIBO_train_time	QFactor_train_time	Q2Factor_train_time	SPARFA_pred_time	VIBO_pred_time	QFactor_pred_time	Q2Factor_pred_time
0.907915	0.89391	0.860653	0.895314	0.976472	0.95846	0.937329	0.958198	0.90719	0.902756	0.865379	0.901172	0.974651	0.955622	0.936234	0.957027	0.211538	0	0.596154	0.461538	65.7962	12.3019	4.94392	56.0913	1.20848	0.000269651	0.000163078	0.000175953
0.92507	0.893991	0.876679	0.892773	0.980873	0.955336	0.944546	0.95619	0.914615	0.883275	0.880716	0.895427	0.975469	0.951616	0.947794	0.957047	0.173077	0	0.596154	0.307692	72.8297	14.0574	4.69485	65.9443	1.74007	0.000259876	0.000154018	0.000177145
0.921239	0.89084	0.883743	0.891462	0.983227	0.957185	0.945527	0.951663	0.921609	0.893514	0.887964	0.891779	0.98055	0.958942	0.943238	0.950675	0.211538	0	0.653846	0.230769	68.334	11.3579	3.63516	40.3125	1.18112	0.000270605	0.000156164	0.000173092
0.913826	0.898068	0.882567	0.896121	0.980373	0.960351	0.94148	0.958294	0.911853	0.900835	0.875125	0.892821	0.977055	0.959768	0.934403	0.956807	0.192308	0	0.442308	0.5	73.78	13.6013	9.03125	31.3475	1.27703	0.000314713	0.000159502	0.000202179
0.923357	0.897994	0.873035	0.893208	0.980049	0.960962	0.944226	0.956864	0.906025	0.886051	0.866732	0.888343	0.976002	0.952782	0.935967	0.949751	0.288462	0	0.596154	0.538462	73.581	11.9987	4.7622	52.0198	1.23057	0.000267506	0.000163794	0.000173807
0.91139	0.89389	0.86679	0.894406	0.979061	0.954429	0.94081	0.956734	0.898851	0.888003	0.858966	0.885769	0.975008	0.950609	0.937636	0.953303	0.211538	0	0.538462	0.423077	68.3013	13.0036	3.06226	39.5646	1.4087	0.000331163	0.000156879	0.000167131
0.913115	0.889036	0.872077	0.897258	0.979118	0.951794	0.94318	0.958124	0.914987	0.889113	0.864919	0.888441	0.981058	0.953423	0.940587	0.958922	0.230769	0	0.634615	0.480769	68.0742	12.0073	3.3415	84.3965	1.38778	0.000272036	0.000163794	0.000176907
0.91213	0.887922	0.874807	0.894203	0.978781	0.954243	0.944796	0.955978	0.911912	0.888555	0.875209	0.892226	0.979176	0.955711	0.945642	0.955882	0.230769	0	0.615385	0.480769	63.6059	11.7018	3.32007	21.1484	1.28478	0.000278473	0.00016284	0.000174999
0.918374	0.896233	0.876001	0.892267	0.980683	0.958273	0.944288	0.953378	0.905528	0.876382	0.857956	0.882412	0.973209	0.950865	0.935011	0.945355	0.211538	0	0.576923	0.384615	63.8739	11.565	3.09958	47.4517	1.23515	0.000268459	0.000163078	0.000177622
0.914933	0.895232	0.873334	0.883734	0.978755	0.95913	0.944119	0.951085	0.922363	0.907248	0.889042	0.889385	0.981051	0.96513	0.952251	0.95814	0.192308	0	0.557692	0.288462	61.1044	11.5838	2.82035	29.623	1.20602	0.00027132	0.00016284	0.000180244
