SPARFA_train_acc	VIBO_train_acc	QFactor_train_acc	Q2Factor_train_acc	SPARFA_train_auc	VIBO_train_auc	QFactor_train_auc	Q2Factor_train_auc	SPARFA_test_acc	VIBO_test_acc	QFactor_test_acc	Q2Factor_test_acc	SPARFA_test_auc	VIBO_test_auc	QFactor_test_auc	Q2Factor_test_auc	SPARFA_sparsity	VIBO_sparsity	QFactor_sparsity	Q2Factor_sparsity	SPARFA_train_time	VIBO_train_time	QFactor_train_time	Q2Factor_train_time	SPARFA_pred_time	VIBO_pred_time	QFactor_pred_time	Q2Factor_pred_time
0.849075	0.823395	0.808161	0.812405	0.952349	0.915921	0.905596	0.921007	0.805258	0.813048	0.787731	0.791626	0.928027	0.907942	0.894575	0.910899	0.166667	0	0.472222	0.361111	14.2165	4.08505	0.552385	5.07069	0.300979	0.000193357	0.000117064	0.000123501
0.857393	0.829724	0.806868	0.808399	0.953221	0.913697	0.906072	0.920356	0.853681	0.837838	0.818267	0.819199	0.947413	0.918188	0.907558	0.921723	0.111111	0.0277778	0.5	0.361111	15.1443	3.9643	0.602937	4.98344	0.329643	0.000190973	0.000121832	0.000201225
0.856568	0.821961	0.80444	0.822832	0.952509	0.915128	0.904976	0.915902	0.863813	0.821012	0.792802	0.81323	0.951375	0.906949	0.897171	0.916327	0.138889	0	0.416667	0.333333	17.366	4.17797	0.487331	5.62131	0.323167	0.000185966	0.00011754	0.000124931
0.853309	0.82507	0.809226	0.822376	0.951218	0.916247	0.907331	0.915966	0.828541	0.828541	0.784878	0.807242	0.940361	0.906586	0.892455	0.904132	0.111111	0	0.388889	0.277778	17.3562	4.21159	0.838849	8.32653	0.261121	0.000415802	0.000120163	0.000124931
0.853047	0.822632	0.805843	0.821323	0.95187	0.914375	0.90632	0.916563	0.836207	0.807471	0.785441	0.807471	0.943493	0.909242	0.888859	0.911685	0.194444	0	0.472222	0.305556	17.7407	4.82984	0.514934	6.39427	0.388542	0.000181913	0.000113487	0.000123978
0.85476	0.822485	0.810896	0.816853	0.95181	0.915677	0.907556	0.918461	0.845528	0.805894	0.813008	0.803862	0.949015	0.897114	0.897524	0.912903	0.138889	0	0.388889	0.388889	16.7255	3.77105	0.805131	4.16334	0.281619	0.000183821	0.000116587	0.00012207
0.85568	0.822786	0.806339	0.816578	0.953168	0.915995	0.9054	0.916519	0.855212	0.830116	0.832046	0.831081	0.950466	0.924009	0.915084	0.924013	0.138889	0	0.444444	0.277778	14.9583	3.94917	0.994798	6.03486	0.324641	0.000180721	0.000116348	0.000122547
0.853433	0.820296	0.799	0.816167	0.951139	0.912936	0.902929	0.919262	0.861797	0.824284	0.814413	0.82922	0.953663	0.910089	0.909013	0.924685	0.138889	0	0.527778	0.388889	15.0587	4.37048	0.525929	5.89019	0.461753	0.000184059	0.000118017	0.0001266
0.839708	0.831426	0.812248	0.81628	0.949554	0.91889	0.905366	0.916391	0.809615	0.796154	0.789423	0.790385	0.932445	0.894334	0.882967	0.897231	0.138889	0	0.5	0.305556	14.876	4.42218	0.112141	6.06234	0.248079	0.000183582	0.000123978	0.000118971
0.853985	0.834277	0.808362	0.817726	0.951422	0.91731	0.906042	0.917583	0.85576	0.834463	0.813166	0.822846	0.95208	0.915623	0.912146	0.916419	0.166667	0	0.361111	0.361111	15.6701	3.76062	1.1966	5.59477	0.308884	0.000181675	0.000117302	0.000123739
