SPARFA_train_acc	VIBO_train_acc	QFactor_train_acc	Q2Factor_train_acc	SPARFA_train_auc	VIBO_train_auc	QFactor_train_auc	Q2Factor_train_auc	SPARFA_test_acc	VIBO_test_acc	QFactor_test_acc	Q2Factor_test_acc	SPARFA_test_auc	VIBO_test_auc	QFactor_test_auc	Q2Factor_test_auc	SPARFA_sparsity	VIBO_sparsity	QFactor_sparsity	Q2Factor_sparsity	SPARFA_train_time	VIBO_train_time	QFactor_train_time	Q2Factor_train_time	SPARFA_pred_time	VIBO_pred_time	QFactor_pred_time	Q2Factor_pred_time
0.984674	0.877395	0.89272	0.915709	0.997634	0.928961	0.949892	0.962975	0.96	0.92	0.96	0.92	0.991228	0.877193	0.912281	0.912281	0.25	0	0.3125	0.1875	1.20697	0.333801	0.028863	0.187975	0.0118651	0.000170708	7.55787e-05	7.62939e-05
0.968992	0.899225	0.910853	0.922481	0.995667	0.961883	0.964233	0.960414	0.821429	0.857143	0.821429	0.892857	0.863946	0.789116	0.829932	0.863946	0.1875	0	0.3125	0.1875	0.958105	0.284376	0.032953	0.197098	0.0120556	0.000174522	7.67708e-05	8.08239e-05
0.943775	0.84739	0.855422	0.859438	0.990965	0.888571	0.936525	0.940077	0.918919	0.837838	0.864865	0.864865	0.971429	0.766667	0.852381	0.847619	0.125	0	0.4375	0.3125	0.963514	0.308712	0.0306916	0.221751	0.0117247	0.000168562	7.55787e-05	7.98702e-05
0.975904	0.839357	0.855422	0.851406	0.995369	0.899334	0.93622	0.93622	0.918919	0.72973	0.783784	0.72973	0.987179	0.698718	0.862179	0.836538	0.25	0	0.4375	0.1875	0.804042	0.283701	0.0144141	0.176155	0.0112164	0.000169754	8.05855e-05	8.36849e-05
0.966165	0.883459	0.887218	0.917293	0.996358	0.922628	0.922628	0.955817	1	0.95	0.9	1	1	0.984375	1	1	0.25	0	0.3125	0.25	0.820629	0.332154	0.0384963	0.188824	0.0104213	0.000177145	7.93934e-05	8.46386e-05
0.968379	0.897233	0.909091	0.905138	0.997433	0.953344	0.960743	0.943757	0.909091	0.909091	0.969697	0.878788	0.923077	0.884615	0.912088	0.901099	0.25	0	0.4375	0.3125	0.901868	0.401864	0.0685775	0.250683	0.030839	0.000254631	8.32081e-05	8.03471e-05
0.972868	0.852713	0.914729	0.918605	0.996001	0.933136	0.957053	0.950019	0.964286	0.928571	0.964286	0.928571	1	0.94375	0.99375	0.98125	0.25	0	0.3125	0.25	0.923818	0.321682	0.0835207	0.0922678	0.0107832	0.000183344	7.84397e-05	7.58171e-05
0.977011	0.827586	0.873563	0.927203	0.997326	0.892109	0.923255	0.960905	0.96	0.8	0.88	0.92	1	0.81746	0.880952	0.944444	0.25	0	0.3125	0.125	1.1162	0.380111	0.0523195	0.353523	0.0121269	0.00017643	8.01086e-05	7.98702e-05
0.945312	0.863281	0.914062	0.914062	0.986941	0.943237	0.968976	0.952521	0.766667	0.866667	0.833333	0.833333	0.777778	0.89418	0.878307	0.857143	0.125	0	0.4375	0.1875	0.986945	0.305952	0.0684857	0.194153	0.0088954	0.000173807	7.77245e-05	8.03471e-05
0.965779	0.863118	0.939163	0.908745	0.996606	0.881599	0.956561	0.944268	1	0.521739	0.608696	0.695652	1	0.815385	0.830769	0.692308	0.25	0	0.375	0.1875	0.816168	0.290801	0.0385091	0.230885	0.0121176	0.000171185	8.74996e-05	8.36849e-05
