SPARFA_train_acc	VIBO_train_acc	QFactor_train_acc	Q2Factor_train_acc	SPARFA_train_auc	VIBO_train_auc	QFactor_train_auc	Q2Factor_train_auc	SPARFA_test_acc	VIBO_test_acc	QFactor_test_acc	Q2Factor_test_acc	SPARFA_test_auc	VIBO_test_auc	QFactor_test_auc	Q2Factor_test_auc	SPARFA_sparsity	VIBO_sparsity	QFactor_sparsity	Q2Factor_sparsity	SPARFA_train_time	VIBO_train_time	QFactor_train_time	Q2Factor_train_time	SPARFA_pred_time	VIBO_pred_time	QFactor_pred_time	Q2Factor_pred_time
0.725136	0.725556	0.723458	0.725556	0.802957	0.797485	0.799849	0.800757	0.732759	0.724138	0.719828	0.728448	0.758381	0.746544	0.746163	0.748301	0	0	0	0	1.58653	1.18613	0.0491269	0.0825076	0.0301647	0.000185251	0.000118494	0.000118494
0.726609	0.720601	0.725751	0.721888	0.794109	0.790199	0.792717	0.794216	0.747368	0.747368	0.754386	0.757895	0.827683	0.81157	0.823248	0.821918	0	0	0	0	1.46998	1.37257	0.0604656	0.105429	0.0150158	0.000186205	0.00011754	0.000119925
0.725233	0.726503	0.727773	0.723539	0.79064	0.789613	0.794052	0.795122	0.743083	0.735178	0.72332	0.727273	0.818734	0.814604	0.81523	0.818671	0	0	0	0	1.70186	1.2328	0.0580699	0.105462	0.0317659	0.000179529	0.000117302	0.00011754
0.727698	0.727273	0.730246	0.728972	0.800221	0.797485	0.798207	0.801345	0.704981	0.704981	0.720307	0.724138	0.740791	0.769894	0.773672	0.775915	0	0	0	0	1.59092	1.26998	0.0606277	0.111188	0.0215101	0.000177622	0.000118017	0.000189066
0.728596	0.692637	0.723459	0.723031	0.799209	0.758489	0.800285	0.801892	0.716846	0.681004	0.709677	0.706093	0.735393	0.731182	0.738657	0.745973	0	0	0	0	1.53897	1.11432	0.0367475	0.0744641	0.0192838	0.000188351	0.000110388	0.000112534
0.7277	0.723858	0.728126	0.73026	0.795821	0.795575	0.797096	0.79966	0.705882	0.705882	0.702206	0.705882	0.787228	0.778717	0.779422	0.774977	0	0	0	0	1.51735	1.00248	0.0628221	0.0987017	0.0307035	0.000178337	0.000112057	0.000109434
0.729105	0.682486	0.713146	0.716926	0.797544	0.758533	0.790588	0.79064	0.764957	0.722222	0.764957	0.777778	0.849733	0.791292	0.849295	0.846957	0	0	0	0	1.7026	1.35644	0.0667806	0.109288	0.0331702	0.000185966	0.000124693	0.000118256
0.740299	0.717697	0.728785	0.726652	0.798599	0.79738	0.79956	0.801042	0.648148	0.696296	0.714815	0.707407	0.724555	0.765489	0.770592	0.771257	0	0	0	0	1.76315	1.12966	0.0360558	0.118412	0.0322776	0.00017643	0.000148296	0.000116348
0.725599	0.726455	0.726455	0.731164	0.796682	0.796715	0.798229	0.799686	0.702509	0.691756	0.677419	0.695341	0.779516	0.770149	0.765157	0.771745	0	0	0	0	1.56655	1.20733	0.0627346	0.108204	0.0297024	0.00393701	0.00010252	0.000102282
0.734884	0.672727	0.724736	0.728118	0.800093	0.739567	0.800312	0.801479	0.696	0.684	0.724	0.704	0.742768	0.717742	0.753008	0.756528	0	0	0	0	1.69766	1.20411	0.0441048	0.106723	0.0202644	0.000181675	0.000114918	0.00012517
